metro	var	percentile	cat	value
"Salt Lake City, UT"	Cost Burdened Renters	0.92	Affordability	0.462002151
"Salt Lake City, UT"	Vacancy Rate	0.05	Affordability	0.043337919
"Salt Lake City, UT"	Job Growth	0.858	Job Availability	0.233853371
"Salt Lake City, UT"	Working Age Emp-Pop	0.858	Job Availability	0.801130091
"Salt Lake City, UT"	Start-Ups	0.797	Job Availability	0.212833411
"Salt Lake City, UT"	Quality of Life	0.747	Livability	0.026
"Salt Lake City, UT"	Household Purchasing Power	0.828	Livability	62830.49147
"Salt Lake City, UT"	Housing Unit Growth	0.656	Policy	0.221853448
"Salt Lake City, UT"	Housing Cost Differential	0.324	Policy	0.038
"San Antonio, TX"	Price Income Ratio	0.788	Affordability	2.731120348
"San Antonio, TX"	Cost Burdened Renters	0.687	Affordability	0.492068481
"San Antonio, TX"	Vacancy Rate	0.373	Affordability	0.071616499
"San Antonio, TX"	Job Growth	0.919	Job Availability	0.305684239
"San Antonio, TX"	Working Age Emp-Pop	0.393	Job Availability	0.762817003
"San Antonio, TX"	Start-Ups	0.747	Job Availability	0.206558965
"San Antonio, TX"	Quality of Life	0.191	Livability	-0.039
"San Antonio, TX"	Household Purchasing Power	0.525	Livability	55992.56111
"San Antonio, TX"	Housing Unit Growth	0.858	Policy	0.329086191
"San Antonio, TX"	Housing Cost Differential	0.92	Policy	-0.254
"San Diego, CA"	Price Income Ratio	0.041	Affordability	6.908689872
"San Diego, CA"	Cost Burdened Renters	0.122	Affordability	0.566808032
"San Diego, CA"	Vacancy Rate	0.111	Affordability	0.04730768
"San Diego, CA"	Job Growth	0.727	Job Availability	0.158101811
"San Diego, CA"	Working Age Emp-Pop	0.282	Job Availability	0.752004025
"San Diego, CA"	Start-Ups	0.818	Job Availability	0.216115585
"San Diego, CA"	Quality of Life	0.969	Livability	0.123
"San Diego, CA"	Household Purchasing Power	0.565	Livability	56285.71429
"San Diego, CA"	Housing Unit Growth	0.373	Policy	0.141848908
"San Diego, CA"	Housing Cost Differential	0.031	Policy	0.479
"San Francisco, CA"	Price Income Ratio	0.021	Affordability	7.898151931
"San Francisco, CA"	Cost Burdened Renters	0.667	Affordability	0.494071454
"San Francisco, CA"	Vacancy Rate	0.09	Affordability	0.046588417
"San Francisco, CA"	Job Growth	0.333	Job Availability	0.053116544
"San Francisco, CA"	Working Age Emp-Pop	0.838	Job Availability	0.797781205
"San Francisco, CA"	Start-Ups	0.686	Job Availability	0.200067238
"San Francisco, CA"	Quality of Life	0.979	Livability	0.138
"San Francisco, CA"	Household Purchasing Power	0.969	Livability	69178.71987
"San Francisco, CA"	Housing Unit Growth	0.272	Policy	0.102580634
"San Francisco, CA"	Housing Cost Differential	0.011	Policy	0.813
"San Jose, CA"	Price Income Ratio	0.031	Affordability	7.622226138
"San Jose, CA"	Cost Burdened Renters	0.677	Affordability	0.49327689
"San Jose, CA"	Vacancy Rate	0.02	Affordability	0.038235175
"San Jose, CA"	Job Growth	0.202	Job Availability	0.010202037
"San Jose, CA"	Working Age Emp-Pop	0.787	Job Availability	0.795111388
"San Jose, CA"	Start-Ups	0.808	Job Availability	0.214446318
"San Jose, CA"	Quality of Life	0.979	Livability	0.138
"San Jose, CA"	Household Purchasing Power	1	Livability	79539.15911
"San Jose, CA"	Housing Unit Growth	0.333	Policy	0.123275509
"San Jose, CA"	Housing Cost Differential	0.011	Policy	0.813
"Scranton, PA"	Price Income Ratio	0.677	Affordability	2.91446627
"Scranton, PA"	Cost Burdened Renters	0.819	Affordability	0.477333765
"Scranton, PA"	Vacancy Rate	0.949	Affordability	0.117691485
"Scranton, PA"	Job Growth	0.222	Job Availability	0.01305663
"Scranton, PA"	Working Age Emp-Pop	0.313	Job Availability	0.756062639
"Scranton, PA"	Start-Ups	0.09	Job Availability	0.14094303
"Scranton, PA"	Quality of Life	0.353	Livability	-0.027
"Scranton, PA"	Household Purchasing Power	0.141	Livability	49245.91948
"Scranton, PA"	Housing Unit Growth	0.03	Policy	0.021486701
"Scranton, PA"	Housing Cost Differential	0.879	Policy	-0.236
"Seattle, WA"	Price Income Ratio	0.132	Affordability	4.696027949
"Seattle, WA"	Cost Burdened Renters	0.748	Affordability	0.487915547
"Seattle, WA"	Vacancy Rate	0.191	Affordability	0.058356789
"Seattle, WA"	Job Growth	0.646	Job Availability	0.143143624
"Seattle, WA"	Working Age Emp-Pop	0.727	Job Availability	0.787546295
"Seattle, WA"	Start-Ups	0.757	Job Availability	0.206718714
"Seattle, WA"	Quality of Life	0.919	Livability	0.061
"Seattle, WA"	Household Purchasing Power	0.919	Livability	66548.0859
"Seattle, WA"	Housing Unit Growth	0.606	Policy	0.203487529
"Seattle, WA"	Housing Cost Differential	0.102	Policy	0.308
"Springfield, MA"	Price Income Ratio	0.182	Affordability	4.208893079
"Springfield, MA"	Cost Burdened Renters	0.192	Affordability	0.548079196
"Springfield, MA"	Vacancy Rate	0.252	Affordability	0.063387167
"Springfield, MA"	Job Growth	0.272	Job Availability	0.027461237
"Springfield, MA"	Working Age Emp-Pop	0.343	Job Availability	0.758139897
"Springfield, MA"	Start-Ups	0.04	Job Availability	0.136466335
"Springfield, MA"	Quality of Life	0.606	Livability	0.002
"Springfield, MA"	Household Purchasing Power	0.333	Livability	52762.6943
"Springfield, MA"	Housing Unit Growth	0.05	Policy	0.041522166
"Springfield, MA"	Housing Cost Differential	0.394	Policy	0.009
"Stockton, CA"	Price Income Ratio	0.102	Affordability	4.854913955
"Stockton, CA"	Cost Burdened Renters	0.051	Affordability	0.587969738
"Stockton, CA"	Vacancy Rate	0.151	Affordability	0.056889794
"Stockton, CA"	Job Growth	0.666	Job Availability	0.149430207
"Stockton, CA"	Working Age Emp-Pop	0.05	Job Availability	0.698322091
"Stockton, CA"	Start-Ups	0.313	Job Availability	0.161645849
"Stockton, CA"	Quality of Life	0.575	Livability	-0.002
"Stockton, CA"	Household Purchasing Power	0.212	Livability	51299.9007
"Stockton, CA"	Housing Unit Growth	0.727	Policy	0.255799323
"Stockton, CA"	Housing Cost Differential	0.213	Policy	0.126
"Syracuse, NY"	Price Income Ratio	0.97	Affordability	2.444380237
"Syracuse, NY"	Cost Burdened Renters	0.556	Affordability	0.50502303
"Syracuse, NY"	Vacancy Rate	0.585	Affordability	0.086134584
"Syracuse, NY"	Job Growth	0.08	Job Availability	-0.019936621
"Syracuse, NY"	Working Age Emp-Pop	0.383	Job Availability	0.762227702
"Syracuse, NY"	Start-Ups	0.181	Job Availability	0.148423663
"Syracuse, NY"	Quality of Life	0.02	Livability	-0.069
"Syracuse, NY"	Household Purchasing Power	0.414	Livability	54418.23899
"Syracuse, NY"	Housing Unit Growth	0.06	Policy	0.042501169
"Syracuse, NY"	Housing Cost Differential	0.899	Policy	-0.251
"Tampa, FL"	Price Income Ratio	0.536	Affordability	3.189265296
"Tampa, FL"	Cost Burdened Renters	0.293	Affordability	0.533421941
"Tampa, FL"	Vacancy Rate	0.676	Affordability	0.093824594
"Tampa, FL"	Job Growth	0.474	Job Availability	0.082239278
"Tampa, FL"	Working Age Emp-Pop	0.333	Job Availability	0.758065948
"Tampa, FL"	Start-Ups	0.929	Job Availability	0.232902684
"Tampa, FL"	Quality of Life	0.616	Livability	0.003
"Tampa, FL"	Household Purchasing Power	0.06	Livability	47111.55779
"Tampa, FL"	Housing Unit Growth	0.595	Policy	0.202626971
"Tampa, FL"	Housing Cost Differential	0.556	Policy	-0.084
"Toledo, OH"	Price Income Ratio	0.92	Affordability	2.570006359
"Toledo, OH"	Cost Burdened Renters	0.768	Affordability	0.486247756
"Toledo, OH"	Vacancy Rate	0.878	Affordability	0.107720395
"Toledo, OH"	Job Growth	0.04	Job Availability	-0.084044808
"Toledo, OH"	Working Age Emp-Pop	0.323	Job Availability	0.757905782
"Toledo, OH"	Start-Ups	0.01	Job Availability	0.130705792
"Toledo, OH"	Quality of Life	0.141	Livability	-0.041
"Toledo, OH"	Household Purchasing Power	0.202	Livability	50670
"Toledo, OH"	Housing Unit Growth	0.08	Policy	0.05142734
"Toledo, OH"	Housing Cost Differential	0.758	Policy	-0.164
"Tucson, AZ"	Price Income Ratio	0.405	Affordability	3.454291696
"Tucson, AZ"	Cost Burdened Renters	0.344	Affordability	0.522924869
"Tucson, AZ"	Vacancy Rate	0.666	Affordability	0.093622378
"Tucson, AZ"	Job Growth	0.404	Job Availability	0.06525873
"Tucson, AZ"	Working Age Emp-Pop	0.171	Job Availability	0.742407317
"Tucson, AZ"	Start-Ups	0.444	Job Availability	0.170583178
"Tucson, AZ"	Quality of Life	0.878	Livability	0.052
"Tucson, AZ"	Household Purchasing Power	0.07	Livability	47128.46865
"Tucson, AZ"	Housing Unit Growth	0.666	Policy	0.223860696
"Tucson, AZ"	Housing Cost Differential	0.405	Policy	-0.01
"Tulsa, OK"	Price Income Ratio	0.869	Affordability	2.623176981
"Tulsa, OK"	Cost Burdened Renters	0.99	Affordability	0.43597968
"Tulsa, OK"	Vacancy Rate	0.747	Affordability	0.098402695
"Tulsa, OK"	Job Growth	0.434	Job Availability	0.066552696
"Tulsa, OK"	Working Age Emp-Pop	0.686	Job Availability	0.785326065
"Tulsa, OK"	Start-Ups	0.515	Job Availability	0.173854823
"Tulsa, OK"	Quality of Life	0.262	Livability	-0.032
"Tulsa, OK"	Household Purchasing Power	0.464	Livability	55697.03622
"Tulsa, OK"	Housing Unit Growth	0.404	Policy	0.150062125
"Tulsa, OK"	Housing Cost Differential	0.95	Policy	-0.26
"Urban Honolulu, HI"	Price Income Ratio	0.011	Affordability	7.91328349
"Urban Honolulu, HI"	Cost Burdened Renters	0.041	Affordability	0.593033564
"Urban Honolulu, HI"	Vacancy Rate	0.232	Affordability	0.061901111
"Urban Honolulu, HI"	Job Growth	0.616	Job Availability	0.139614488
"Urban Honolulu, HI"	Working Age Emp-Pop	0.777	Job Availability	0.79262758
"Urban Honolulu, HI"	Start-Ups	0.111	Job Availability	0.143695015
"Urban Honolulu, HI"	Quality of Life	1	Livability	0.204
"Urban Honolulu, HI"	Household Purchasing Power	0.757	Livability	60925.71429
"Urban Honolulu, HI"	Housing Unit Growth	0.212	Policy	0.085582364
"Urban Honolulu, HI"	Housing Cost Differential	0.021	Policy	0.605
"Virginia Beach, VA-NC"	Price Income Ratio	0.213	Affordability	3.945915646
"Virginia Beach, VA-NC"	Cost Burdened Renters	0.203	Affordability	0.54713956
"Virginia Beach, VA-NC"	Vacancy Rate	0.555	Affordability	0.08449002
"Virginia Beach, VA-NC"	Job Growth	0.353	Job Availability	0.054949175
"Virginia Beach, VA-NC"	Working Age Emp-Pop	0.444	Job Availability	0.766150291
"Virginia Beach, VA-NC"	Start-Ups	0.464	Job Availability	0.172415152
"Virginia Beach, VA-NC"	Quality of Life	0.767	Livability	0.027
"Virginia Beach, VA-NC"	Household Purchasing Power	0.676	Livability	59586.03239
"Virginia Beach, VA-NC"	Housing Unit Growth	0.444	Policy	0.162570786
"Virginia Beach, VA-NC"	Housing Cost Differential	0.546	Policy	-0.081
"Washington, DC-VA-MD-WV"	Price Income Ratio	0.172	Affordability	4.242650203
"Washington, DC-VA-MD-WV"	Cost Burdened Renters	0.647	Affordability	0.496449919
"Washington, DC-VA-MD-WV"	Vacancy Rate	0.161	Affordability	0.05692528
"Washington, DC-VA-MD-WV"	Job Growth	0.777	Job Availability	0.177539742
"Washington, DC-VA-MD-WV"	Working Age Emp-Pop	0.959	Job Availability	0.825857074
"Washington, DC-VA-MD-WV"	Start-Ups	0.656	Job Availability	0.193027997
"Washington, DC-VA-MD-WV"	Quality of Life	0.484	Livability	-0.013
"Washington, DC-VA-MD-WV"	Household Purchasing Power	0.989	Livability	76121.03506
"Washington, DC-VA-MD-WV"	Housing Unit Growth	0.616	Policy	0.208718762
"Washington, DC-VA-MD-WV"	Housing Cost Differential	0.182	Policy	0.154
"Wichita, KS"	Price Income Ratio	0.98	Affordability	2.442993624
"Wichita, KS"	Cost Burdened Renters	0.899	Affordability	0.464882067
"Wichita, KS"	Vacancy Rate	0.888	Affordability	0.108272407
"Wichita, KS"	Job Growth	0.101	Job Availability	-0.011720849
"Wichita, KS"	Working Age Emp-Pop	0.575	Job Availability	0.776549556
"Wichita, KS"	Start-Ups	0.131	Job Availability	0.14569225
"Wichita, KS"	Quality of Life	0.08	Livability	-0.048
"Wichita, KS"	Household Purchasing Power	0.595	Livability	57208.10515
"Wichita, KS"	Housing Unit Growth	0.303	Policy	0.114909907
"Wichita, KS"	Housing Cost Differential	0.93	Policy	-0.257
"Winston-Salem, NC"	Price Income Ratio	0.546	Affordability	3.169586625
"Winston-Salem, NC"	Cost Burdened Renters	0.607	Affordability	0.498636952
"Winston-Salem, NC"	Vacancy Rate	0.787	Affordability	0.101362083
"Winston-Salem, NC"	Job Growth	0.111	Job Availability	-0.01096836
"Winston-Salem, NC"	Working Age Emp-Pop	0.262	Job Availability	0.750839065
"Winston-Salem, NC"	Start-Ups	0.212	Job Availability	0.150904124
"Winston-Salem, NC"	Quality of Life	0.444	Livability	-0.016
"Winston-Salem, NC"	Household Purchasing Power	0.101	Livability	48355.48173
"Winston-Salem, NC"	Housing Unit Growth	0.515	Policy	0.184544777
"Winston-Salem, NC"	Housing Cost Differential	0.687	Policy	-0.126
"Worcester, MA-CT"	Price Income Ratio	0.283	Affordability	3.785860338
"Worcester, MA-CT"	Cost Burdened Renters	0.546	Affordability	0.506143873
"Worcester, MA-CT"	Vacancy Rate	0.434	Affordability	0.076295675
"Worcester, MA-CT"	Job Growth	0.303	Job Availability	0.04298863
"Worcester, MA-CT"	Working Age Emp-Pop	0.757	Job Availability	0.789614312
"Worcester, MA-CT"	Start-Ups	0.202	Job Availability	0.148774174
"Worcester, MA-CT"	Quality of Life	0.818	Livability	0.034
"Worcester, MA-CT"	Household Purchasing Power	0.797	Livability	62013.44861
"Worcester, MA-CT"	Housing Unit Growth	0.282	Policy	0.105580531
"Worcester, MA-CT"	Housing Cost Differential	0.122	Policy	0.294
"Youngstown, OH-PA"	Price Income Ratio	0.99	Affordability	2.368096997
"Youngstown, OH-PA"	Cost Burdened Renters	0.798	Affordability	0.481412941
"Youngstown, OH-PA"	Vacancy Rate	0.909	Affordability	0.109056858
"Youngstown, OH-PA"	Job Growth	0.01	Job Availability	-0.113591134
"Youngstown, OH-PA"	Working Age Emp-Pop	0.141	Job Availability	0.737768636
"Youngstown, OH-PA"	Start-Ups	0	Job Availability	0.117653356
"Youngstown, OH-PA"	Quality of Life	0.07	Livability	-0.052
"Youngstown, OH-PA"	Household Purchasing Power	0.09	Livability	47607.66629
"Youngstown, OH-PA"	Housing Unit Growth	0.01	Policy	0.006605956
"Youngstown, OH-PA"	Housing Cost Differential	0.96	Policy	-0.276
