date	mrate	rate10y	rateff	spread	year	month
05/11/1990	10.54	8.81	8.20	1.73	1990	5
05/18/1990	10.37	8.68	8.16	1.69	1990	5
05/25/1990	10.33	8.66	8.22	1.67	1990	5
06/01/1990	10.29	8.58	8.19	1.71	1990	6
06/08/1990	10.10	8.46	8.26	1.64	1990	6
06/15/1990	10.12	8.44	8.30	1.68	1990	6
06/22/1990	10.16	8.52	8.28	1.64	1990	6
06/29/1990	10.15	8.51	8.28	1.64	1990	6
07/06/1990	10.06	8.44	8.33	1.62	1990	7
07/13/1990	10.11	8.53	8.28	1.58	1990	7
07/20/1990	9.99	8.47	8.14	1.52	1990	7
07/27/1990	9.98	8.48	8.05	1.50	1990	7
08/03/1990	9.84	8.37	8.03	1.47	1990	8
08/10/1990	10.08	8.72	8.07	1.36	1990	8
08/17/1990	10.05	8.71	8.13	1.34	1990	8
08/24/1990	10.29	8.92	8.30	1.37	1990	8
08/31/1990	10.24	8.88	8.08	1.36	1990	8
09/07/1990	10.19	8.85	8.25	1.34	1990	9
09/14/1990	10.13	8.84	8.12	1.29	1990	9
09/21/1990	10.16	8.92	8.18	1.24	1990	9
09/28/1990	10.22	8.96	8.26	1.26	1990	9
10/05/1990	10.08	8.69	8.23	1.39	1990	10
10/12/1990	10.22	8.87	8.20	1.35	1990	10
10/19/1990	10.24	8.74	7.96	1.50	1990	10
10/26/1990	10.17	8.64	7.99	1.53	1990	10
11/02/1990	10.13	8.64	8.17	1.49	1990	11
11/09/1990	10.09	8.53	7.97	1.56	1990	11
11/16/1990	10.02	8.35	7.94	1.67	1990	11
11/23/1990	9.93	8.30	7.80	1.63	1990	11
11/30/1990	9.90	8.29	7.56	1.61	1990	11
12/07/1990	9.81	8.16	7.60	1.65	1990	12
12/14/1990	9.56	7.97	7.25	1.59	1990	12
12/21/1990	9.64	8.03	7.29	1.61	1990	12
12/28/1990	9.68	8.15	7.16	1.53	1990	12
01/04/1991	9.56	8.00	7.17	1.56	1991	1
01/11/1991	9.63	8.18	6.40	1.45	1991	1
01/18/1991	9.75	8.15	6.77	1.60	1991	1
01/25/1991	9.61	8.04	6.88	1.57	1991	1
02/01/1991	9.56	8.02	7.46	1.54	1991	2
02/08/1991	9.36	7.82	6.32	1.54	1991	2
02/15/1991	9.25	7.78	6.29	1.47	1991	2
02/22/1991	9.29	7.86	6.26	1.43	1991	2
03/01/1991	9.40	8.00	6.31	1.40	1991	3
03/08/1991	9.49	8.10	6.47	1.39	1991	3
03/15/1991	9.50	8.06	6.17	1.44	1991	3
03/22/1991	9.59	8.18	6.10	1.41	1991	3
03/29/1991	9.52	8.10	6.10	1.42	1991	3
04/05/1991	9.49	8.03	6.00	1.46	1991	4
04/12/1991	9.48	8.04	5.90	1.44	1991	4
04/19/1991	9.47	8.00	5.69	1.47	1991	4
04/26/1991	9.53	8.09	5.92	1.44	1991	4
05/03/1991	9.47	8.02	5.92	1.45	1991	5
05/10/1991	9.47	8.06	5.79	1.41	1991	5
05/17/1991	9.50	8.11	5.78	1.39	1991	5
05/24/1991	9.47	8.08	5.79	1.39	1991	5
05/31/1991	9.45	8.06	5.72	1.39	1991	5
06/07/1991	9.48	8.20	5.91	1.28	1991	6
06/14/1991	9.66	8.31	5.75	1.35	1991	6
06/21/1991	9.65	8.31	5.78	1.34	1991	6
06/28/1991	9.67	8.31	5.79	1.36	1991	6
07/05/1991	9.62	8.28	6.34	1.34	1991	7
07/12/1991	9.64	8.32	5.79	1.32	1991	7
07/19/1991	9.54	8.28	5.85	1.26	1991	7
07/26/1991	9.50	8.25	5.75	1.25	1991	7
08/02/1991	9.44	8.17	5.79	1.27	1991	8
08/09/1991	9.27	7.98	5.83	1.29	1991	8
08/16/1991	9.19	7.87	5.62	1.32	1991	8
08/23/1991	9.17	7.82	5.68	1.35	1991	8
08/30/1991	9.15	7.84	5.58	1.31	1991	8
09/06/1991	9.14	7.80	5.60	1.34	1991	9
09/13/1991	9.02	7.71	5.56	1.31	1991	9
09/20/1991	8.95	7.61	5.44	1.34	1991	9
09/27/1991	8.92	7.55	5.29	1.37	1991	9
10/04/1991	8.87	7.45	5.33	1.42	1991	10
10/11/1991	8.82	7.48	5.19	1.34	1991	10
10/18/1991	8.82	7.50	5.28	1.32	1991	10
10/25/1991	8.91	7.66	5.24	1.25	1991	10
11/01/1991	8.78	7.52	5.10	1.26	1991	11
11/08/1991	8.76	7.48	5.05	1.28	1991	11
11/15/1991	8.69	7.37	4.74	1.32	1991	11
11/22/1991	8.63	7.38	4.89	1.25	1991	11
11/29/1991	8.70	7.42	4.68	1.28	1991	11
12/06/1991	8.62	7.25	4.79	1.37	1991	12
12/13/1991	8.53	7.21	4.54	1.32	1991	12
12/20/1991	8.49	7.13	4.49	1.36	1991	12
12/27/1991	8.35	6.86	4.22	1.49	1991	12
01/03/1992	8.24	6.78	4.19	1.46	1992	1
01/10/1992	8.23	6.80	4.19	1.43	1992	1
01/17/1992	8.45	7.04	4.01	1.41	1992	1
01/24/1992	8.56	7.14	3.87	1.42	1992	1
01/31/1992	8.68	7.25	4.01	1.43	1992	1
02/07/1992	8.67	7.25	4.17	1.42	1992	2
02/14/1992	8.73	7.31	3.93	1.42	1992	2
02/21/1992	8.82	7.44	4.20	1.38	1992	2
02/28/1992	8.83	7.37	3.96	1.46	1992	2
03/06/1992	8.85	7.45	4.08	1.40	1992	3
03/13/1992	8.88	7.54	3.95	1.34	1992	3
03/20/1992	9.03	7.63	4.04	1.40	1992	3
03/27/1992	8.98	7.56	3.94	1.42	1992	3
04/03/1992	8.96	7.49	4.09	1.47	1992	4
04/10/1992	8.84	7.40	3.98	1.44	1992	4
04/17/1992	8.76	7.38	3.65	1.38	1992	4
04/24/1992	8.85	7.58	3.47	1.27	1992	4
05/01/1992	8.84	7.59	3.65	1.25	1992	5
05/08/1992	8.75	7.50	3.77	1.25	1992	5
05/15/1992	8.64	7.34	3.84	1.30	1992	5
05/22/1992	8.53	7.29	3.89	1.24	1992	5
05/29/1992	8.60	7.40	3.80	1.20	1992	5
06/05/1992	8.59	7.35	3.85	1.24	1992	6
06/12/1992	8.54	7.32	3.69	1.22	1992	6
06/19/1992	8.48	7.24	3.73	1.24	1992	6
06/26/1992	8.43	7.20	3.72	1.23	1992	6
07/03/1992	8.29	7.07	3.87	1.22	1992	7
07/10/1992	8.13	6.90	3.24	1.23	1992	7
07/17/1992	8.09	6.92	3.28	1.17	1992	7
07/24/1992	8.08	6.82	3.22	1.26	1992	7
07/31/1992	8.05	6.67	3.18	1.38	1992	7
08/07/1992	8.06	6.65	3.33	1.41	1992	8
08/14/1992	7.96	6.52	3.24	1.44	1992	8
08/21/1992	7.87	6.50	3.33	1.37	1992	8
08/28/1992	8.01	6.67	3.27	1.34	1992	8
09/04/1992	7.94	6.53	3.33	1.41	1992	9
09/11/1992	7.84	6.32	3.09	1.52	1992	9
09/18/1992	7.89	6.39	3.28	1.50	1992	9
09/24/1992	8.02	6.47	3.07	1.55	1992	9
10/02/1992	7.93	6.32	3.41	1.61	1992	10
10/09/1992	8.01	6.39	3.20	1.62	1992	10
10/16/1992	8.06	6.54	3.20	1.52	1992	10
10/23/1992	8.23	6.78	3.05	1.45	1992	10
10/30/1992	8.21	6.78	2.96	1.43	1992	10
11/06/1992	8.29	6.90	3.07	1.39	1992	11
11/13/1992	8.32	6.88	2.91	1.44	1992	11
11/20/1992	8.32	6.84	2.97	1.48	1992	11
11/27/1992	8.29	6.86	3.10	1.43	1992	11
12/04/1992	8.34	6.91	3.37	1.43	1992	12
12/11/1992	8.23	6.77	2.94	1.46	1992	12
12/18/1992	8.19	6.79	2.93	1.40	1992	12
12/25/1992	8.13	6.68	2.94	1.45	1992	12
12/31/1992	8.14	6.70	2.86	1.44	1992	12
01/08/1993	8.07	6.67	3.03	1.40	1993	1
01/15/1993	8.04	6.68	2.98	1.36	1993	1
01/22/1993	8.00	6.59	3.10	1.41	1993	1
01/29/1993	7.86	6.46	2.94	1.40	1993	1
02/05/1993	7.80	6.40	3.15	1.40	1993	2
02/12/1993	7.75	6.38	2.92	1.37	1993	2
02/19/1993	7.65	6.24	3.06	1.41	1993	2
02/26/1993	7.53	6.02	2.91	1.51	1993	2
03/05/1993	7.44	5.90	3.24	1.54	1993	3
03/12/1993	7.47	5.96	3.02	1.51	1993	3
03/19/1993	7.57	6.03	3.04	1.54	1993	3
03/26/1993	7.50	5.98	2.93	1.52	1993	3
04/02/1993	7.53	6.07	3.18	1.46	1993	4
04/09/1993	7.57	6.06	3.11	1.51	1993	4
04/16/1993	7.45	5.90	2.93	1.55	1993	4
04/23/1993	7.38	5.87	2.91	1.51	1993	4
04/30/1993	7.43	6.01	2.87	1.42	1993	4
05/07/1993	7.42	5.92	2.98	1.50	1993	5
05/14/1993	7.42	5.96	2.90	1.46	1993	5
05/21/1993	7.52	6.12	3.01	1.40	1993	5
05/28/1993	7.50	6.14	3.07	1.36	1993	5
06/04/1993	7.47	6.07	3.09	1.40	1993	6
06/11/1993	7.48	6.06	2.96	1.42	1993	6
06/18/1993	7.38	5.96	3.01	1.42	1993	6
06/25/1993	7.34	5.89	3.00	1.45	1993	6
07/02/1993	7.23	5.79	3.13	1.44	1993	7
07/09/1993	7.19	5.79	3.10	1.40	1993	7
07/16/1993	7.16	5.74	3.01	1.42	1993	7
07/23/1993	7.20	5.83	3.09	1.37	1993	7
07/30/1993	7.25	5.88	3.03	1.37	1993	7
08/06/1993	7.21	5.85	3.10	1.36	1993	8
08/13/1993	7.17	5.78	2.98	1.39	1993	8
08/20/1993	7.10	5.66	3.06	1.44	1993	8
08/27/1993	6.97	5.51	2.98	1.46	1993	8
09/03/1993	6.93	5.41	3.08	1.52	1993	9
09/10/1993	6.82	5.28	2.99	1.54	1993	9
09/17/1993	6.96	5.35	3.03	1.61	1993	9
09/24/1993	6.95	5.44	3.12	1.51	1993	9
10/01/1993	6.89	5.33	3.05	1.56	1993	10
10/08/1993	6.87	5.33	3.24	1.54	1993	10
10/15/1993	6.81	5.24	2.91	1.57	1993	10
10/22/1993	6.74	5.31	2.97	1.43	1993	10
10/29/1993	6.86	5.44	2.97	1.42	1993	10
11/05/1993	7.11	5.66	3.04	1.45	1993	11
11/12/1993	7.12	5.68	2.96	1.44	1993	11
11/19/1993	7.08	5.71	3.03	1.37	1993	11
11/26/1993	7.31	5.83	2.98	1.48	1993	11
12/04/1993	7.25	5.80	3.09	1.45	1993	12
12/10/1993	7.14	5.71	2.92	1.43	1993	12
12/17/1993	7.17	5.82	2.94	1.35	1993	12
12/24/1993	7.17	5.79	2.99	1.38	1993	12
12/31/1993	7.13	5.77	2.99	1.36	1993	12
01/07/1994	7.23	5.85	3.00	1.38	1994	1
01/14/1994	6.99	5.69	2.98	1.30	1994	1
01/21/1994	7.05	5.74	3.13	1.31	1994	1
01/28/1994	6.97	5.74	2.97	1.23	1994	1
02/04/1994	6.97	5.80	3.17	1.17	1994	2
02/11/1994	7.21	5.94	3.20	1.27	1994	2
02/18/1994	7.11	5.95	3.25	1.16	1994	2
02/25/1994	7.32	6.15	3.25	1.17	1994	2
03/04/1994	7.51	6.29	3.28	1.22	1994	3
03/11/1994	7.63	6.40	3.25	1.23	1994	3
03/18/1994	7.76	6.45	3.19	1.31	1994	3
03/25/1994	7.80	6.52	3.31	1.28	1994	3
04/01/1994	8.04	6.72	3.49	1.32	1994	4
04/08/1994	8.47	6.97	3.69	1.50	1994	4
04/15/1994	8.26	6.93	3.37	1.33	1994	4
04/22/1994	8.49	7.03	3.59	1.46	1994	4
04/29/1994	8.32	6.96	3.59	1.36	1994	4
05/06/1994	8.53	7.16	3.76	1.37	1994	5
05/13/1994	8.77	7.37	3.70	1.40	1994	5
05/20/1994	8.56	7.06	4.02	1.50	1994	5
05/27/1994	8.53	7.14	4.22	1.39	1994	5
06/03/1994	8.55	7.09	4.27	1.46	1994	6
06/10/1994	8.25	6.97	4.13	1.28	1994	6
06/17/1994	8.33	7.08	4.21	1.25	1994	6
06/24/1994	8.46	7.17	4.19	1.29	1994	6
07/01/1994	8.57	7.27	4.19	1.30	1994	7
07/08/1994	8.68	7.34	4.38	1.34	1994	7
07/15/1994	8.72	7.36	4.30	1.36	1994	7
07/22/1994	8.53	7.23	4.30	1.30	1994	7
07/29/1994	8.57	7.26	4.28	1.31	1994	7
08/05/1994	8.38	7.15	4.28	1.23	1994	8
08/12/1994	8.57	7.31	4.26	1.26	1994	8
08/19/1994	8.54	7.24	4.35	1.30	1994	8
08/26/1994	8.56	7.27	4.66	1.29	1994	8
09/02/1994	8.48	7.21	4.72	1.27	1994	9
09/09/1994	8.51	7.33	4.74	1.18	1994	9
09/16/1994	8.66	7.44	4.70	1.22	1994	9
09/23/1994	8.73	7.54	4.73	1.19	1994	9
09/30/1994	8.82	7.60	4.66	1.22	1994	9
10/07/1994	8.89	7.72	5.07	1.17	1994	10
10/14/1994	8.93	7.65	4.62	1.28	1994	10
10/21/1994	8.85	7.71	4.72	1.14	1994	10
10/28/1994	9.03	7.86	4.72	1.17	1994	10
11/04/1994	9.05	7.94	4.77	1.11	1994	11
11/11/1994	9.19	8.00	4.74	1.19	1994	11
11/18/1994	9.19	7.97	5.22	1.22	1994	11
11/25/1994	9.25	7.91	5.53	1.34	1994	11
12/02/1994	9.23	7.89	5.85	1.34	1994	12
12/09/1994	9.15	7.79	5.47	1.36	1994	12
12/16/1994	9.25	7.82	5.48	1.43	1994	12
12/23/1994	9.18	7.82	5.56	1.36	1994	12
12/30/1994	9.18	7.81	5.45	1.37	1994	12
01/06/1995	9.22	7.86	5.40	1.36	1995	1
01/13/1995	9.19	7.80	5.53	1.39	1995	1
01/20/1995	9.05	7.74	5.45	1.31	1995	1
01/27/1995	9.13	7.78	5.42	1.35	1995	1
02/03/1995	8.94	7.62	5.63	1.32	1995	2
02/10/1995	8.80	7.56	5.95	1.24	1995	2
02/17/1995	8.84	7.48	5.93	1.36	1995	2
02/24/1995	8.73	7.36	5.94	1.37	1995	2
03/03/1995	8.53	7.27	5.88	1.26	1995	3
03/10/1995	8.62	7.35	5.93	1.27	1995	3
03/17/1995	8.38	7.11	5.94	1.27	1995	3
03/24/1995	8.40	7.16	5.97	1.24	1995	3
03/31/1995	8.38	7.15	6.06	1.23	1995	3
04/07/1995	8.41	7.12	6.20	1.29	1995	4
04/14/1995	8.37	7.08	5.98	1.29	1995	4
04/21/1995	8.24	7.03	6.07	1.21	1995	4
04/28/1995	8.26	7.03	5.99	1.23	1995	4
05/05/1995	8.27	6.93	6.05	1.34	1995	5
05/12/1995	7.87	6.66	6.00	1.21	1995	5
05/19/1995	7.83	6.59	6.02	1.24	1995	5
05/26/1995	7.85	6.49	5.99	1.36	1995	5
06/02/1995	7.71	6.23	6.02	1.48	1995	6
06/09/1995	7.51	6.20	6.03	1.31	1995	6
06/16/1995	7.55	6.21	6.02	1.34	1995	6
06/23/1995	7.53	6.10	6.00	1.43	1995	6
06/30/1995	7.53	6.17	5.95	1.36	1995	6
07/07/1995	7.63	6.12	6.21	1.51	1995	7
07/14/1995	7.41	6.09	5.81	1.32	1995	7
07/21/1995	7.60	6.37	5.72	1.23	1995	7
07/28/1995	7.79	6.46	5.75	1.33	1995	7
08/04/1995	7.82	6.48	5.83	1.34	1995	8
08/11/1995	7.80	6.50	5.73	1.30	1995	8
08/18/1995	7.94	6.57	5.74	1.37	1995	8
08/25/1995	7.88	6.52	5.70	1.36	1995	8
09/01/1995	7.76	6.31	5.71	1.45	1995	9
09/08/1995	7.63	6.20	5.77	1.43	1995	9
09/15/1995	7.60	6.15	5.73	1.45	1995	9
09/22/1995	7.57	6.17	5.78	1.40	1995	9
09/29/1995	7.62	6.26	5.80	1.36	1995	9
10/06/1995	7.57	6.10	6.00	1.47	1995	10
10/13/1995	7.50	6.05	5.72	1.45	1995	10
10/20/1995	7.38	5.99	5.71	1.39	1995	10
10/27/1995	7.45	6.04	5.76	1.41	1995	10
11/03/1995	7.44	5.98	5.76	1.46	1995	11
11/09/1995	7.37	5.97	5.71	1.40	1995	11
11/17/1995	7.35	5.96	5.74	1.39	1995	11
11/24/1995	7.35	5.92	5.81	1.43	1995	11
12/01/1995	7.33	5.82	5.91	1.51	1995	12
12/08/1995	7.18	5.68	5.75	1.50	1995	12
12/15/1995	7.15	5.73	5.73	1.42	1995	12
12/22/1995	7.23	5.78	5.90	1.45	1995	12
12/29/1995	7.11	5.64	5.48	1.47	1995	12
01/05/1996	7.02	5.63	5.35	1.39	1996	1
01/12/1996	7.08	5.74	5.53	1.34	1996	1
01/19/1996	7.02	5.58	5.61	1.44	1996	1
01/26/1996	7.00	5.65	5.44	1.35	1996	1
02/02/1996	7.02	5.64	5.53	1.38	1996	2
02/09/1996	7.02	5.67	5.21	1.35	1996	2
02/16/1996	6.94	5.65	5.09	1.29	1996	2
02/23/1996	7.32	5.97	5.17	1.35	1996	2
03/01/1996	7.41	6.06	5.31	1.35	1996	3
03/08/1996	7.38	6.08	5.57	1.30	1996	3
03/15/1996	7.83	6.37	5.24	1.46	1996	3
03/22/1996	7.81	6.36	5.36	1.45	1996	3
03/29/1996	7.69	6.32	5.22	1.37	1996	3
04/05/1996	7.78	6.35	5.30	1.43	1996	4
04/12/1996	8.05	6.60	5.08	1.45	1996	4
04/19/1996	7.95	6.52	5.24	1.43	1996	4
04/26/1996	7.92	6.53	5.24	1.39	1996	4
05/03/1996	7.99	6.74	5.30	1.25	1996	5
05/10/1996	8.24	6.82	5.22	1.42	1996	5
05/17/1996	8.08	6.68	5.26	1.40	1996	5
05/24/1996	8.01	6.65	5.22	1.36	1996	5
05/31/1996	8.03	6.77	5.19	1.26	1996	5
06/07/1996	8.30	6.85	5.33	1.45	1996	6
06/14/1996	8.39	6.99	5.24	1.40	1996	6
06/21/1996	8.30	6.95	5.45	1.35	1996	6
06/28/1996	8.29	6.86	5.21	1.43	1996	6
07/05/1996	8.14	6.85	5.53	1.29	1996	7
07/12/1996	8.42	6.95	5.26	1.47	1996	7
07/19/1996	8.23	6.81	5.23	1.42	1996	7
07/26/1996	8.19	6.85	5.25	1.34	1996	7
08/02/1996	8.23	6.76	5.53	1.47	1996	8
08/09/1996	7.88	6.54	5.38	1.34	1996	8
08/16/1996	7.88	6.56	5.10	1.32	1996	8
08/23/1996	7.93	6.63	5.18	1.30	1996	8
08/30/1996	8.09	6.84	5.21	1.25	1996	8
09/06/1996	8.34	6.95	5.39	1.39	1996	9
09/13/1996	8.28	6.88	5.16	1.40	1996	9
09/20/1996	8.14	6.82	5.22	1.32	1996	9
09/27/1996	8.16	6.73	5.34	1.43	1996	9
10/04/1996	8.06	6.61	5.40	1.45	1996	10
10/11/1996	7.86	6.55	5.14	1.31	1996	10
10/18/1996	7.88	6.54	5.22	1.34	1996	10
10/25/1996	7.86	6.55	5.22	1.31	1996	10
11/01/1996	7.78	6.42	5.27	1.36	1996	11
11/08/1996	7.67	6.30	5.32	1.37	1996	11
11/15/1996	7.59	6.18	5.21	1.41	1996	11
11/22/1996	7.53	6.16	5.41	1.37	1996	11
11/29/1996	7.52	6.12	5.30	1.40	1996	11
12/06/1996	7.44	6.15	5.52	1.29	1996	12
12/13/1996	7.57	6.31	5.22	1.26	1996	12
12/20/1996	7.74	6.40	5.38	1.34	1996	12
12/27/1996	7.64	6.34	5.18	1.30	1996	12
01/03/1997	7.67	6.45	5.37	1.22	1997	1
01/10/1997	7.85	6.57	5.28	1.28	1997	1
01/17/1997	7.87	6.56	5.19	1.31	1997	1
01/24/1997	7.85	6.58	5.19	1.27	1997	1
01/31/1997	7.88	6.62	5.18	1.26	1997	1
02/07/1997	7.74	6.46	5.30	1.28	1997	2
02/14/1997	7.65	6.37	5.05	1.28	1997	2
02/21/1997	7.56	6.33	5.22	1.23	1997	2
02/28/1997	7.65	6.50	5.16	1.15	1997	2
03/07/1997	7.84	6.59	5.36	1.25	1997	3
03/14/1997	7.84	6.63	5.19	1.21	1997	3
03/21/1997	7.94	6.73	5.26	1.21	1997	3
03/28/1997	7.97	6.79	5.40	1.18	1997	3
04/04/1997	8.18	6.90	5.86	1.28	1997	4
04/11/1997	8.15	6.92	5.37	1.23	1997	4
04/18/1997	8.16	6.89	5.48	1.27	1997	4
04/25/1997	8.08	6.89	5.48	1.19	1997	4
05/02/1997	8.01	6.76	5.61	1.25	1997	5
05/09/1997	7.94	6.70	5.55	1.24	1997	5
05/16/1997	7.91	6.68	5.49	1.23	1997	5
05/23/1997	7.92	6.73	5.52	1.19	1997	5
05/30/1997	7.94	6.75	5.43	1.19	1997	5
06/06/1997	7.85	6.61	5.54	1.24	1997	6
06/13/1997	7.72	6.52	5.48	1.20	1997	6
06/20/1997	7.61	6.40	5.62	1.21	1997	6
06/27/1997	7.58	6.45	5.42	1.13	1997	6
07/04/1997	7.62	6.42	5.82	1.20	1997	7
07/11/1997	7.47	6.26	5.48	1.21	1997	7
07/18/1997	7.47	6.23	5.44	1.24	1997	7
07/25/1997	7.43	6.18	5.43	1.25	1997	7
08/01/1997	7.36	6.11	5.57	1.25	1997	8
08/08/1997	7.46	6.26	5.62	1.20	1997	8
08/15/1997	7.54	6.33	5.45	1.21	1997	8
08/22/1997	7.46	6.27	5.59	1.19	1997	8
08/29/1997	7.58	6.36	5.56	1.22	1997	8
09/05/1997	7.53	6.34	5.64	1.19	1997	9
09/12/1997	7.53	6.34	5.48	1.19	1997	9
09/19/1997	7.38	6.14	5.58	1.24	1997	9
09/26/1997	7.28	6.08	5.45	1.20	1997	9
10/03/1997	7.31	6.06	5.58	1.25	1997	10
10/10/1997	7.26	6.04	5.46	1.22	1997	10
10/17/1997	7.34	6.11	5.45	1.23	1997	10
10/24/1997	7.35	6.09	5.54	1.26	1997	10
10/31/1997	7.21	5.90	5.50	1.31	1997	10
11/07/1997	7.24	5.92	5.60	1.32	1997	11
11/14/1997	7.23	5.88	5.50	1.35	1997	11
11/21/1997	7.18	5.84	5.51	1.34	1997	11
11/28/1997	7.17	5.86	5.49	1.31	1997	11
12/05/1997	7.15	5.86	5.58	1.29	1997	12
12/12/1997	7.17	5.87	5.40	1.30	1997	12
12/19/1997	7.07	5.77	5.66	1.30	1997	12
12/26/1997	6.99	5.74	5.44	1.25	1997	12
01/02/1998	7.03	5.75	5.45	1.28	1998	1
01/09/1998	6.94	5.49	5.74	1.45	1998	1
01/16/1998	6.89	5.45	5.45	1.44	1998	1
01/23/1998	6.99	5.59	5.53	1.40	1998	1
01/30/1998	7.12	5.63	5.53	1.49	1998	1
02/06/1998	7.03	5.59	5.52	1.44	1998	2
02/13/1998	7.06	5.57	5.43	1.49	1998	2
02/20/1998	6.99	5.50	5.54	1.49	1998	2
02/28/1998	7.09	5.63	5.51	1.46	1998	2
03/06/1998	7.19	5.75	5.60	1.44	1998	3
03/13/1998	7.16	5.62	5.45	1.54	1998	3
03/20/1998	7.08	5.57	5.47	1.51	1998	3
03/27/1998	7.08	5.63	5.43	1.45	1998	3
04/03/1998	7.15	5.61	5.60	1.54	1998	4
04/10/1998	7.09	5.55	5.48	1.54	1998	4
04/17/1998	7.17	5.61	5.47	1.56	1998	4
04/24/1998	7.15	5.67	5.37	1.48	1998	4
05/01/1998	7.22	5.75	5.40	1.47	1998	5
05/08/1998	7.14	5.68	5.35	1.46	1998	5
05/15/1998	7.19	5.70	5.49	1.49	1998	5
05/22/1998	7.10	5.64	5.60	1.46	1998	5
05/29/1998	7.07	5.57	5.45	1.50	1998	5
06/05/1998	7.05	5.57	5.63	1.48	1998	6
06/12/1998	7.04	5.51	5.43	1.53	1998	6
06/19/1998	6.94	5.47	5.58	1.47	1998	6
06/26/1998	6.96	5.46	5.42	1.50	1998	6
07/03/1998	6.98	5.44	5.88	1.54	1998	7
07/10/1998	6.91	5.41	5.47	1.50	1998	7
07/17/1998	6.94	5.49	5.49	1.45	1998	7
07/24/1998	6.96	5.46	5.50	1.50	1998	7
07/31/1998	6.97	5.50	5.54	1.47	1998	7
08/07/1998	6.94	5.43	5.61	1.51	1998	8
08/14/1998	6.91	5.40	5.50	1.51	1998	8
08/21/1998	6.92	5.39	5.59	1.53	1998	8
08/28/1998	6.92	5.20	5.48	1.72	1998	8
09/04/1998	6.82	5.05	5.61	1.77	1998	9
09/11/1998	6.77	4.90	5.47	1.87	1998	9
09/18/1998	6.66	4.83	5.54	1.83	1998	9
09/25/1998	6.64	4.67	5.42	1.97	1998	9
10/02/1998	6.60	4.46	5.58	2.14	1998	10
10/09/1998	6.49	4.41	5.22	2.08	1998	10
10/16/1998	6.90	4.58	5.14	2.32	1998	10
10/23/1998	6.73	4.59	4.87	2.14	1998	10
10/30/1998	6.83	4.63	4.95	2.20	1998	10
11/06/1998	6.89	4.83	5.22	2.06	1998	11
11/13/1998	6.93	4.82	4.80	2.11	1998	11
11/20/1998	6.86	4.85	4.89	2.01	1998	11
11/27/1998	6.78	4.83	4.54	1.95	1998	11
12/04/1998	6.71	4.64	4.86	2.07	1998	12
12/11/1998	6.69	4.60	4.68	2.09	1998	12
12/18/1998	6.69	4.59	4.97	2.10	1998	12
12/25/1998	6.77	4.75	4.69	2.02	1998	12
12/31/1998	6.83	4.70	4.48	2.13	1998	12
01/08/1999	6.79	4.76	4.30	2.03	1999	1
01/15/1999	6.83	4.75	4.75	2.08	1999	1
01/22/1999	6.78	4.70	4.64	2.08	1999	1
01/29/1999	6.74	4.67	4.66	2.07	1999	1
02/05/1999	6.75	4.84	4.75	1.91	1999	2
02/12/1999	6.77	4.95	4.77	1.82	1999	2
02/19/1999	6.82	5.03	4.75	1.79	1999	2
02/26/1999	6.89	5.18	4.75	1.71	1999	2
03/05/1999	7.06	5.38	4.85	1.68	1999	3
03/12/1999	7.11	5.21	4.80	1.90	1999	3
03/19/1999	7.01	5.14	4.79	1.87	1999	3
03/26/1999	6.98	5.20	4.79	1.78	1999	3
04/02/1999	6.98	5.24	4.84	1.74	1999	4
04/09/1999	6.92	5.11	4.80	1.81	1999	4
04/16/1999	6.87	5.14	4.68	1.73	1999	4
04/23/1999	6.88	5.20	4.61	1.68	1999	4
04/30/1999	6.93	5.26	4.79	1.67	1999	4
05/07/1999	7.02	5.45	4.90	1.57	1999	5
05/14/1999	7.10	5.53	4.70	1.57	1999	5
05/21/1999	7.23	5.61	4.76	1.62	1999	5
05/28/1999	7.23	5.56	4.73	1.67	1999	5
06/04/1999	7.41	5.80	4.65	1.61	1999	6
06/11/1999	7.51	5.89	4.71	1.62	1999	6
06/18/1999	7.65	5.91	4.73	1.74	1999	6
06/25/1999	7.63	5.98	4.71	1.65	1999	6
07/02/1999	7.71	5.87	4.95	1.84	1999	7
07/09/1999	7.65	5.87	5.00	1.78	1999	7
07/16/1999	7.58	5.72	4.97	1.86	1999	7
07/23/1999	7.52	5.72	4.96	1.80	1999	7
07/30/1999	7.70	5.86	5.01	1.84	1999	7
08/06/1999	7.89	5.95	5.06	1.94	1999	8
08/13/1999	8.15	6.08	4.96	2.07	1999	8
08/20/1999	7.93	5.91	5.03	2.02	1999	8
08/27/1999	7.80	5.81	5.02	1.99	1999	8
09/03/1999	7.83	5.97	5.34	1.86	1999	9
09/10/1999	7.88	5.94	5.16	1.94	1999	9
09/17/1999	7.82	5.92	5.24	1.90	1999	9
09/24/1999	7.76	5.88	5.16	1.88	1999	9
10/01/1999	7.70	5.92	5.27	1.78	1999	10
10/08/1999	7.82	6.02	5.27	1.80	1999	10
10/15/1999	7.85	6.11	5.17	1.74	1999	10
10/22/1999	7.93	6.18	5.18	1.75	1999	10
10/29/1999	7.96	6.16	5.18	1.80	1999	10
11/05/1999	7.84	6.00	5.27	1.84	1999	11
11/12/1999	7.67	5.96	5.20	1.71	1999	11
11/19/1999	7.69	6.02	5.44	1.67	1999	11
11/26/1999	7.75	6.10	5.52	1.65	1999	11
