state.to	state.from	total	statecode.to	statecode.from
Tennessee	Colorado	1722	TN	CO
Tennessee	Connecticut	995	TN	CT
Tennessee	Delaware	317	TN	DE
Tennessee	District of Columbia 	417	TN	DC
Tennessee	Florida	17853	TN	FL
Tennessee	Georgia	13585	TN	GA
Tennessee	Hawaii	1124	TN	HI
Tennessee	Idaho	354	TN	ID
Tennessee	Illinois	6764	TN	IL
Tennessee	Indiana	7128	TN	IN
Tennessee	Iowa	1153	TN	IA
Tennessee	Kansas	3227	TN	KS
Tennessee	Kentucky	14772	TN	KY
Tennessee	Louisiana	2784	TN	LA
Tennessee	Maine	943	TN	ME
Tennessee	Maryland	2664	TN	MD
Tennessee	Massachusetts	4061	TN	MA
Tennessee	Michigan	6454	TN	MI
Tennessee	Minnesota	1667	TN	MN
Tennessee	Mississippi	9473	TN	MS
Tennessee	Missouri	2620	TN	MO
Tennessee	Montana	135	TN	MT
Tennessee	Nebraska	1850	TN	NE
Tennessee	Nevada	954	TN	NV
Tennessee	New Hampshire	454	TN	NH
Tennessee	New Jersey	1549	TN	NJ
Tennessee	New Mexico	340	TN	NM
Tennessee	New York	6972	TN	NY
Tennessee	North Carolina	11838	TN	NC
Tennessee	North Dakota	727	TN	ND
Tennessee	Ohio	6802	TN	OH
Tennessee	Oklahoma	2580	TN	OK
Tennessee	Oregon	522	TN	OR
Tennessee	Pennsylvania	2472	TN	PA
Tennessee	Rhode Island	455	TN	RI
Tennessee	South Carolina	4148	TN	SC
Tennessee	South Dakota	519	TN	SD
Tennessee	Tennessee	0	TN	TN
Tennessee	Texas	11934	TN	TX
Tennessee	Utah	1097	TN	UT
Tennessee	Vermont	1397	TN	VT
Tennessee	Virginia	6382	TN	VA
Tennessee	Washington	485	TN	WA
Tennessee	West Virginia	1044	TN	WV
Tennessee	Wisconsin	1480	TN	WI
Tennessee	Wyoming	179	TN	WY
Texas	Alabama	7167	TX	AL
Texas	Alaska	2573	TX	AK
Texas	Arizona	16067	TX	AZ
Texas	Arkansas	14539	TX	AR
Texas	California	65546	TX	CA
Texas	Colorado	22587	TX	CO
Texas	Connecticut	3973	TX	CT
Texas	Delaware	2051	TX	DE
Texas	District of Columbia 	1423	TX	DC
Texas	Florida	33670	TX	FL
Texas	Georgia	20924	TX	GA
Texas	Hawaii	3342	TX	HI
Texas	Idaho	995	TX	ID
Texas	Illinois	21927	TX	IL
Texas	Indiana	9413	TX	IN
Texas	Iowa	5874	TX	IA
Texas	Kansas	9952	TX	KS
Texas	Kentucky	4884	TX	KY
Texas	Louisiana	31044	TX	LA
Texas	Maine	1144	TX	ME
Texas	Maryland	10839	TX	MD
Texas	Massachusetts	8279	TX	MA
Texas	Michigan	13919	TX	MI
Texas	Minnesota	4956	TX	MN
Texas	Mississippi	13476	TX	MS
Texas	Missouri	17273	TX	MO
Texas	Montana	2210	TX	MT
Texas	Nebraska	4486	TX	NE
Texas	Nevada	7822	TX	NV
Texas	New Hampshire	1407	TX	NH
Texas	New Jersey	11141	TX	NJ
Texas	New Mexico	16056	TX	NM
Texas	New York	26287	TX	NY
Texas	North Carolina	15869	TX	NC
Texas	North Dakota	976	TX	ND
Texas	Ohio	12077	TX	OH
Texas	Oklahoma	25555	TX	OK
Texas	Oregon	3906	TX	OR
Texas	Pennsylvania	12984	TX	PA
Texas	Rhode Island	1060	TX	RI
Texas	South Carolina	5617	TX	SC
Texas	South Dakota	762	TX	SD
Texas	Tennessee	13199	TX	TN
Texas	Texas	0	TX	TX
Texas	Utah	6583	TX	UT
Texas	Vermont	395	TX	VT
Texas	Virginia	18429	TX	VA
Texas	Washington	9155	TX	WA
Texas	West Virginia	2083	TX	WV
Texas	Wisconsin	4393	TX	WI
Texas	Wyoming	2743	TX	WY
Utah	Alabama	369	UT	AL
Utah	Alaska	1630	UT	AK
Utah	Arizona	7650	UT	AZ
Utah	Arkansas	230	UT	AR
Utah	California	18154	UT	CA
Utah	Colorado	3964	UT	CO
Utah	Connecticut	295	UT	CT
Utah	Delaware	61	UT	DE
Utah	District of Columbia 	186	UT	DC
Utah	Florida	2383	UT	FL
Utah	Georgia	1032	UT	GA
Utah	Hawaii	2239	UT	HI
Utah	Idaho	6413	UT	ID
Utah	Illinois	1374	UT	IL
Utah	Indiana	501	UT	IN
Utah	Iowa	301	UT	IA
Utah	Kansas	692	UT	KS
Utah	Kentucky	220	UT	KY
Utah	Louisiana	268	UT	LA
Utah	Maine	152	UT	ME
Utah	Maryland	672	UT	MD
Utah	Massachusetts	1029	UT	MA
Utah	Michigan	575	UT	MI
Utah	Minnesota	519	UT	MN
Utah	Mississippi	1145	UT	MS
Utah	Missouri	1221	UT	MO
Utah	Montana	2115	UT	MT
Utah	Nebraska	264	UT	NE
Utah	Nevada	5073	UT	NV
Utah	New Hampshire	340	UT	NH
Utah	New Jersey	1078	UT	NJ
Utah	New Mexico	1645	UT	NM
Utah	New York	1853	UT	NY
Utah	North Carolina	1648	UT	NC
Utah	North Dakota	254	UT	ND
Utah	Ohio	1623	UT	OH
Utah	Oklahoma	1214	UT	OK
Utah	Oregon	1838	UT	OR
Utah	Pennsylvania	2710	UT	PA
Utah	Rhode Island	0	UT	RI
Utah	South Carolina	323	UT	SC
Utah	South Dakota	496	UT	SD
Utah	Tennessee	1122	UT	TN
Utah	Texas	8698	UT	TX
Utah	Utah	0	UT	UT
Utah	Vermont	193	UT	VT
Utah	Virginia	1628	UT	VA
Utah	Washington	5426	UT	WA
Utah	West Virginia	138	UT	WV
Utah	Wisconsin	1798	UT	WI
Utah	Wyoming	2609	UT	WY
Vermont	Alabama	245	VT	AL
Vermont	Alaska	17	VT	AK
Vermont	Arizona	69	VT	AZ
Vermont	Arkansas	0	VT	AR
Vermont	California	968	VT	CA
Vermont	Colorado	376	VT	CO
Vermont	Connecticut	1379	VT	CT
Vermont	Delaware	70	VT	DE
Vermont	District of Columbia 	286	VT	DC
Vermont	Florida	442	VT	FL
Vermont	Georgia	410	VT	GA
Vermont	Hawaii	0	VT	HI
Vermont	Idaho	79	VT	ID
Vermont	Illinois	265	VT	IL
Vermont	Indiana	0	VT	IN
Vermont	Iowa	97	VT	IA
Vermont	Kansas	18	VT	KS
Vermont	Kentucky	199	VT	KY
Vermont	Louisiana	138	VT	LA
Vermont	Maine	999	VT	ME
Vermont	Maryland	561	VT	MD
Vermont	Massachusetts	2840	VT	MA
Vermont	Michigan	765	VT	MI
Vermont	Minnesota	10	VT	MN
Vermont	Mississippi	0	VT	MS
Vermont	Missouri	0	VT	MO
Vermont	Montana	67	VT	MT
Vermont	Nebraska	0	VT	NE
Vermont	Nevada	0	VT	NV
Vermont	New Hampshire	2496	VT	NH
Vermont	New Jersey	1607	VT	NJ
Vermont	New Mexico	83	VT	NM
Vermont	New York	3034	VT	NY
Vermont	North Carolina	326	VT	NC
Vermont	North Dakota	0	VT	ND
Vermont	Ohio	377	VT	OH
Vermont	Oklahoma	0	VT	OK
Vermont	Oregon	81	VT	OR
Vermont	Pennsylvania	327	VT	PA
Vermont	Rhode Island	750	VT	RI
Vermont	South Carolina	118	VT	SC
Vermont	South Dakota	54	VT	SD
Vermont	Tennessee	435	VT	TN
Vermont	Texas	144	VT	TX
Vermont	Utah	175	VT	UT
Vermont	Vermont	0	VT	VT
Vermont	Virginia	274	VT	VA
Vermont	Washington	636	VT	WA
Vermont	West Virginia	0	VT	WV
Vermont	Wisconsin	0	VT	WI
Vermont	Wyoming	15	VT	WY
Virginia	Alabama	2888	VA	AL
Virginia	Alaska	1221	VA	AK
Virginia	Arizona	2181	VA	AZ
Virginia	Arkansas	856	VA	AR
Virginia	California	24500	VA	CA
Virginia	Colorado	3804	VA	CO
Virginia	Connecticut	3594	VA	CT
Virginia	Delaware	1199	VA	DE
Virginia	District of Columbia 	10969	VA	DC
Virginia	Florida	23691	VA	FL
Virginia	Georgia	9628	VA	GA
Virginia	Hawaii	1912	VA	HI
Virginia	Idaho	272	VA	ID
Virginia	Illinois	9699	VA	IL
Virginia	Indiana	2442	VA	IN
Virginia	Iowa	1204	VA	IA
Virginia	Kansas	1724	VA	KS
Virginia	Kentucky	2802	VA	KY
Virginia	Louisiana	3993	VA	LA
Virginia	Maine	1548	VA	ME
Virginia	Maryland	28155	VA	MD
Virginia	Massachusetts	3632	VA	MA
Virginia	Michigan	3421	VA	MI
Virginia	Minnesota	2788	VA	MN
Virginia	Mississippi	1920	VA	MS
Virginia	Missouri	3048	VA	MO
Virginia	Montana	27	VA	MT
Virginia	Nebraska	971	VA	NE
Virginia	Nevada	639	VA	NV
Virginia	New Hampshire	865	VA	NH
Virginia	New Jersey	9447	VA	NJ
Virginia	New Mexico	973	VA	NM
Virginia	New York	18267	VA	NY
Virginia	North Carolina	18298	VA	NC
Virginia	North Dakota	214	VA	ND
Virginia	Ohio	5961	VA	OH
Virginia	Oklahoma	2219	VA	OK
Virginia	Oregon	135	VA	OR
Virginia	Pennsylvania	13379	VA	PA
Virginia	Rhode Island	1623	VA	RI
Virginia	South Carolina	8906	VA	SC
Virginia	South Dakota	216	VA	SD
Virginia	Tennessee	9637	VA	TN
Virginia	Texas	16685	VA	TX
Virginia	Utah	1763	VA	UT
Virginia	Vermont	680	VA	VT
Virginia	Virginia	0	VA	VA
Virginia	Washington	4134	VA	WA
Virginia	West Virginia	7673	VA	WV
Virginia	Wisconsin	1645	VA	WI
Virginia	Wyoming	267	VA	WY
Washington	Alabama	580	WA	AL
Washington	Alaska	3911	WA	AK
Washington	Arizona	9860	WA	AZ
Washington	Arkansas	1146	WA	AR
Washington	California	45609	WA	CA
Washington	Colorado	7258	WA	CO
Washington	Connecticut	586	WA	CT
Washington	Delaware	39	WA	DE
Washington	District of Columbia 	407	WA	DC
Washington	Florida	10822	WA	FL
Washington	Georgia	5415	WA	GA
Washington	Hawaii	4386	WA	HI
Washington	Idaho	10311	WA	ID
Washington	Illinois	5794	WA	IL
Washington	Indiana	1611	WA	IN
Washington	Iowa	1002	WA	IA
Washington	Kansas	2728	WA	KS
Washington	Kentucky	875	WA	KY
Washington	Louisiana	632	WA	LA
Washington	Maine	655	WA	ME
Washington	Maryland	3844	WA	MD
Washington	Massachusetts	2600	WA	MA
Washington	Michigan	2578	WA	MI
Washington	Minnesota	3503	WA	MN
Washington	Mississippi	916	WA	MS
Washington	Missouri	2535	WA	MO
Washington	Montana	4936	WA	MT
Washington	Nebraska	301	WA	NE
Washington	Nevada	4820	WA	NV
Washington	New Hampshire	681	WA	NH
Washington	New Jersey	3214	WA	NJ
Washington	New Mexico	878	WA	NM
Washington	New York	4983	WA	NY
Washington	North Carolina	3105	WA	NC
Washington	North Dakota	1283	WA	ND
Washington	Ohio	2654	WA	OH
Washington	Oklahoma	3736	WA	OK
Washington	Oregon	32570	WA	OR
Washington	Pennsylvania	2857	WA	PA
Washington	Rhode Island	116	WA	RI
Washington	South Carolina	2469	WA	SC
Washington	South Dakota	457	WA	SD
Washington	Tennessee	2794	WA	TN
Washington	Texas	12829	WA	TX
Washington	Utah	5827	WA	UT
Washington	Vermont	180	WA	VT
Washington	Virginia	5901	WA	VA
Washington	Washington	0	WA	WA
Washington	West Virginia	1098	WA	WV
Washington	Wisconsin	2860	WA	WI
Washington	Wyoming	755	WA	WY
West Virginia	Alabama	240	WV	AL
West Virginia	Alaska	0	WV	AK
West Virginia	Arizona	0	WV	AZ
West Virginia	Arkansas	7	WV	AR
West Virginia	California	875	WV	CA
West Virginia	Colorado	491	WV	CO
West Virginia	Connecticut	570	WV	CT
West Virginia	Delaware	231	WV	DE
West Virginia	District of Columbia 	460	WV	DC
West Virginia	Florida	2867	WV	FL
West Virginia	Georgia	777	WV	GA
West Virginia	Hawaii	0	WV	HI
West Virginia	Idaho	45	WV	ID
West Virginia	Illinois	349	WV	IL
West Virginia	Indiana	747	WV	IN
West Virginia	Iowa	8	WV	IA
West Virginia	Kansas	103	WV	KS
West Virginia	Kentucky	1871	WV	KY
West Virginia	Louisiana	0	WV	LA
West Virginia	Maine	156	WV	ME
West Virginia	Maryland	5308	WV	MD
West Virginia	Massachusetts	126	WV	MA
West Virginia	Michigan	524	WV	MI
West Virginia	Minnesota	371	WV	MN
West Virginia	Mississippi	249	WV	MS
West Virginia	Missouri	367	WV	MO
West Virginia	Montana	0	WV	MT
West Virginia	Nebraska	0	WV	NE
West Virginia	Nevada	0	WV	NV
West Virginia	New Hampshire	0	WV	NH
West Virginia	New Jersey	221	WV	NJ
West Virginia	New Mexico	161	WV	NM
West Virginia	New York	285	WV	NY
West Virginia	North Carolina	1846	WV	NC
West Virginia	North Dakota	0	WV	ND
West Virginia	Ohio	6802	WV	OH
West Virginia	Oklahoma	177	WV	OK
West Virginia	Oregon	348	WV	OR
West Virginia	Pennsylvania	3925	WV	PA
West Virginia	Rhode Island	123	WV	RI
West Virginia	South Carolina	1166	WV	SC
West Virginia	South Dakota	0	WV	SD
West Virginia	Tennessee	968	WV	TN
West Virginia	Texas	967	WV	TX
West Virginia	Utah	483	WV	UT
West Virginia	Vermont	147	WV	VT
West Virginia	Virginia	7400	WV	VA
West Virginia	Washington	223	WV	WA
West Virginia	West Virginia	0	WV	WV
West Virginia	Wisconsin	94	WV	WI
West Virginia	Wyoming	0	WV	WY
Wisconsin	Alabama	322	WI	AL
Wisconsin	Alaska	188	WI	AK
Wisconsin	Arizona	2540	WI	AZ
Wisconsin	Arkansas	289	WI	AR
Wisconsin	California	5230	WI	CA
Wisconsin	Colorado	1568	WI	CO
Wisconsin	Connecticut	1104	WI	CT
Wisconsin	Delaware	88	WI	DE
Wisconsin	District of Columbia 	649	WI	DC
Wisconsin	Florida	2589	WI	FL
Wisconsin	Georgia	2202	WI	GA
Wisconsin	Hawaii	384	WI	HI
Wisconsin	Idaho	302	WI	ID
Wisconsin	Illinois	23233	WI	IL
Wisconsin	Indiana	2266	WI	IN
Wisconsin	Iowa	5822	WI	IA
Wisconsin	Kansas	996	WI	KS
Wisconsin	Kentucky	728	WI	KY
Wisconsin	Louisiana	1015	WI	LA
Wisconsin	Maine	46	WI	ME
Wisconsin	Maryland	895	WI	MD
Wisconsin	Massachusetts	869	WI	MA
Wisconsin	Michigan	4897	WI	MI
Wisconsin	Minnesota	19812	WI	MN
Wisconsin	Mississippi	684	WI	MS
Wisconsin	Missouri	1850	WI	MO
Wisconsin	Montana	174	WI	MT
Wisconsin	Nebraska	587	WI	NE
Wisconsin	Nevada	692	WI	NV
Wisconsin	New Hampshire	82	WI	NH
Wisconsin	New Jersey	1142	WI	NJ
Wisconsin	New Mexico	187	WI	NM
Wisconsin	New York	2293	WI	NY
Wisconsin	North Carolina	1525	WI	NC
Wisconsin	North Dakota	561	WI	ND
Wisconsin	Ohio	1705	WI	OH
Wisconsin	Oklahoma	1432	WI	OK
Wisconsin	Oregon	1064	WI	OR
Wisconsin	Pennsylvania	1660	WI	PA
Wisconsin	Rhode Island	69	WI	RI
Wisconsin	South Carolina	324	WI	SC
Wisconsin	South Dakota	243	WI	SD
Wisconsin	Tennessee	2261	WI	TN
Wisconsin	Texas	4665	WI	TX
Wisconsin	Utah	468	WI	UT
Wisconsin	Vermont	14	WI	VT
Wisconsin	Virginia	2066	WI	VA
Wisconsin	Washington	2129	WI	WA
Wisconsin	West Virginia	8	WI	WV
Wisconsin	Wisconsin	0	WI	WI
Wisconsin	Wyoming	592	WI	WY
Wyoming	Alabama	253	WY	AL
Wyoming	Alaska	263	WY	AK
Wyoming	Arizona	1196	WY	AZ
Wyoming	Arkansas	197	WY	AR
Wyoming	California	2350	WY	CA
Wyoming	Colorado	9132	WY	CO
Wyoming	Connecticut	271	WY	CT
Wyoming	Delaware	0	WY	DE
Wyoming	District of Columbia 	29	WY	DC
Wyoming	Florida	109	WY	FL
Wyoming	Georgia	438	WY	GA
Wyoming	Hawaii	80	WY	HI
Wyoming	Idaho	1414	WY	ID
Wyoming	Illinois	398	WY	IL
Wyoming	Indiana	134	WY	IN
Wyoming	Iowa	251	WY	IA
Wyoming	Kansas	2	WY	KS
Wyoming	Kentucky	204	WY	KY
Wyoming	Louisiana	314	WY	LA
Wyoming	Maine	790	WY	ME
Wyoming	Maryland	10	WY	MD
Wyoming	Massachusetts	0	WY	MA
Wyoming	Michigan	48	WY	MI
Wyoming	Minnesota	788	WY	MN
Wyoming	Mississippi	0	WY	MS
Wyoming	Missouri	184	WY	MO
Wyoming	Montana	993	WY	MT
Wyoming	Nebraska	1742	WY	NE
Wyoming	Nevada	1021	WY	NV
Wyoming	New Hampshire	0	WY	NH
Wyoming	New Jersey	0	WY	NJ
Wyoming	New Mexico	488	WY	NM
Wyoming	New York	191	WY	NY
Wyoming	North Carolina	44	WY	NC
Wyoming	North Dakota	501	WY	ND
Wyoming	Ohio	162	WY	OH
Wyoming	Oklahoma	130	WY	OK
Wyoming	Oregon	46	WY	OR
Wyoming	Pennsylvania	15	WY	PA
Wyoming	Rhode Island	6	WY	RI
Wyoming	South Carolina	27	WY	SC
Wyoming	South Dakota	1233	WY	SD
Wyoming	Tennessee	143	WY	TN
Wyoming	Texas	4587	WY	TX
Wyoming	Utah	3725	WY	UT
Wyoming	Vermont	6	WY	VT
Wyoming	Virginia	564	WY	VA
Wyoming	Washington	1051	WY	WA
Wyoming	West Virginia	0	WY	WV
Wyoming	Wisconsin	417	WY	WI
Wyoming	Wyoming	0	WY	WY
				
