name	id	value	code	date	type
"Orlando-Kissimmee-Sanford, FL"	2015.III	201.3	metro	9/30/2015	level
"Orlando-Kissimmee-Sanford, FL"	2015.IV	205	metro	12/31/2015	level
"Orlando-Kissimmee-Sanford, FL"	2016.I	220.968	metro	3/30/2016	level
"Orlando-Kissimmee-Sanford, FL"	2016.II	223	metro	6/30/2016	level
"Orlando-Kissimmee-Sanford, FL"	Q2-Q2	0.126262626	metro	6/30/2016	pc
"Oshkosh-Neenah, WI"	2015.II	131.9	metro	6/30/2015	level
"Oshkosh-Neenah, WI"	2015.III	133.2	metro	9/30/2015	level
"Oshkosh-Neenah, WI"	2015.IV	130.8	metro	12/31/2015	level
"Oshkosh-Neenah, WI"	2016.I	127.5	metro	3/30/2016	level
"Oshkosh-Neenah, WI"	2016.II	130.3	metro	6/30/2016	level
"Oshkosh-Neenah, WI"	Q2-Q2	-0.012130402	metro	6/30/2016	pc
"Palm Bay-Melbourne-Titusville, FL"	2015.II	165	metro	6/30/2015	level
"Palm Bay-Melbourne-Titusville, FL"	2015.III	166	metro	9/30/2015	level
"Palm Bay-Melbourne-Titusville, FL"	2015.IV	165	metro	12/31/2015	level
"Palm Bay-Melbourne-Titusville, FL"	2016.I	192.06	metro	3/30/2016	level
"Palm Bay-Melbourne-Titusville, FL"	2016.II	185	metro	6/30/2016	level
"Palm Bay-Melbourne-Titusville, FL"	Q2-Q2	0.121212121	metro	6/30/2016	pc
"Panama City, FL"	2015.II	172.5	metro	6/30/2015	level
"Panama City, FL"	2015.III	178	metro	9/30/2015	level
"Panama City, FL"	2015.IV	183	metro	12/31/2015	level
"Panama City, FL"	2016.I	169.05	metro	3/30/2016	level
"Panama City, FL"	2016.II	189.5	metro	6/30/2016	level
"Panama City, FL"	Q2-Q2	0.098550725	metro	6/30/2016	pc
"Pensacola-Ferry Pass-Brent, FL"	2015.II	159.9	metro	6/30/2015	level
"Pensacola-Ferry Pass-Brent, FL"	2015.III	161	metro	9/30/2015	level
"Pensacola-Ferry Pass-Brent, FL"	2015.IV	159.9	metro	12/31/2015	level
"Pensacola-Ferry Pass-Brent, FL"	2016.I	173.9712	metro	3/30/2016	level
"Pensacola-Ferry Pass-Brent, FL"	2016.II	171.5	metro	6/30/2016	level
"Pensacola-Ferry Pass-Brent, FL"	Q2-Q2	0.072545341	metro	6/30/2016	pc
"Peoria, IL"	2015.II	127.3	metro	6/30/2015	level
"Peoria, IL"	2015.III	126.7	metro	9/30/2015	level
"Peoria, IL"	2015.IV	115	metro	12/31/2015	level
"Peoria, IL"	2016.I	109.8	metro	3/30/2016	level
"Peoria, IL"	2016.II	120.5	metro	6/30/2016	level
"Peoria, IL"	Q2-Q2	-0.053417125	metro	6/30/2016	pc
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	2015.II	231.7	metro	6/30/2015	level
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	2015.III	234.7	metro	9/30/2015	level
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	2015.IV	213.7	metro	12/31/2015	level
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	2016.I	203.9	metro	3/30/2016	level
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	2016.II	232.2	metro	6/30/2016	level
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"	Q2-Q2	0.002157963	metro	6/30/2016	pc
"Phoenix-Mesa-Scottsdale, AZ"	2015.II	217.9	metro	6/30/2015	level
"Phoenix-Mesa-Scottsdale, AZ"	2015.III	218.8	metro	9/30/2015	level
"Phoenix-Mesa-Scottsdale, AZ"	2015.IV	221	metro	12/31/2015	level
"Phoenix-Mesa-Scottsdale, AZ"	2016.I	223.1	metro	3/30/2016	level
"Phoenix-Mesa-Scottsdale, AZ"	2016.II	234.7	metro	6/30/2016	level
"Phoenix-Mesa-Scottsdale, AZ"	Q2-Q2	0.077099587	metro	6/30/2016	pc
"Pittsfield, MA"	2015.II	199.4	metro	6/30/2015	level
"Pittsfield, MA"	2015.III	198.8	metro	9/30/2015	level
"Pittsfield, MA"	2015.IV	199.1	metro	12/31/2015	level
"Pittsfield, MA"	2016.I	178.1	metro	3/30/2016	level
"Pittsfield, MA"	2016.II	190.9	metro	6/30/2016	level
"Pittsfield, MA"	Q2-Q2	-0.042627884	metro	6/30/2016	pc
"Port St. Lucie, FL"	2015.II	180	metro	6/30/2015	level
"Port St. Lucie, FL"	2015.III	182	metro	9/30/2015	level
"Port St. Lucie, FL"	2015.IV	184	metro	12/31/2015	level
"Port St. Lucie, FL"	2016.I	212.76	metro	3/30/2016	level
"Port St. Lucie, FL"	2016.II	209	metro	6/30/2016	level
"Port St. Lucie, FL"	Q2-Q2	0.161111111	metro	6/30/2016	pc
"Portland-South Portland, ME"	2015.II	239.8	metro	6/30/2015	level
"Portland-South Portland, ME"	2015.III	243.6	metro	9/30/2015	level
"Portland-South Portland, ME"	2015.IV	236.4	metro	12/31/2015	level
"Portland-South Portland, ME"	2016.I	226.6	metro	3/30/2016	level
"Portland-South Portland, ME"	2016.II	248.8	metro	6/30/2016	level
"Portland-South Portland, ME"	Q2-Q2	0.037531276	metro	6/30/2016	pc
"Portland-Vancouver-Hillsboro, OR-WA"	2015.II	314.8	metro	6/30/2015	level
"Portland-Vancouver-Hillsboro, OR-WA"	2015.III	319.3	metro	9/30/2015	level
"Portland-Vancouver-Hillsboro, OR-WA"	2015.IV	318.8	metro	12/31/2015	level
"Portland-Vancouver-Hillsboro, OR-WA"	2016.I	326.7	metro	3/30/2016	level
"Portland-Vancouver-Hillsboro, OR-WA"	2016.II	356.7	metro	6/30/2016	level
"Portland-Vancouver-Hillsboro, OR-WA"	Q2-Q2	0.133100381	metro	6/30/2016	pc
"Providence-Warwick, RI-MA"	2015.II	249.7	metro	6/30/2015	level
"Providence-Warwick, RI-MA"	2015.III	258.1	metro	9/30/2015	level
"Providence-Warwick, RI-MA"	2015.IV	247.1	metro	12/31/2015	level
"Providence-Warwick, RI-MA"	2016.I	245.9	metro	3/30/2016	level
"Providence-Warwick, RI-MA"	2016.II	265.6	metro	6/30/2016	level
"Providence-Warwick, RI-MA"	Q2-Q2	0.063676412	metro	6/30/2016	pc
"Punta Gorda, FL"	2015.II	167.3	metro	6/30/2015	level
"Punta Gorda, FL"	2015.III	170	metro	9/30/2015	level
"Punta Gorda, FL"	2015.IV	175	metro	12/31/2015	level
"Punta Gorda, FL"	2016.I	188.2125	metro	3/30/2016	level
"Punta Gorda, FL"	2016.II	190	metro	6/30/2016	level
"Punta Gorda, FL"	Q2-Q2	0.135684399	metro	6/30/2016	pc
"Raleigh, NC"	2015.II	247.9	metro	6/30/2015	level
"Raleigh, NC"	2015.III	241.7	metro	9/30/2015	level
"Raleigh, NC"	2015.IV	235.9	metro	12/31/2015	level
"Raleigh, NC"	2016.I	233.4	metro	3/30/2016	level
"Raleigh, NC"	2016.II	258.8	metro	6/30/2016	level
"Raleigh, NC"	Q2-Q2	0.043969342	metro	6/30/2016	pc
"Reading, PA"	2015.II	151	metro	6/30/2015	level
"Reading, PA"	2015.III	158.2	metro	9/30/2015	level
"Reading, PA"	2015.IV	147.2	metro	12/31/2015	level
"Reading, PA"	2016.I	142.1	metro	3/30/2016	level
"Reading, PA"	2016.II	158.3	metro	6/30/2016	level
"Reading, PA"	Q2-Q2	0.048344371	metro	6/30/2016	pc
"Reno, NV"	2015.II	283.2	metro	6/30/2015	level
"Reno, NV"	2015.III	290	metro	9/30/2015	level
"Reno, NV"	2015.IV	289.5	metro	12/31/2015	level
"Reno, NV"	2016.I	291.4	metro	3/30/2016	level
"Reno, NV"	2016.II	307.9	metro	6/30/2016	level
"Reno, NV"	Q2-Q2	0.087217514	metro	6/30/2016	pc
"Richmond, VA"	2015.II	231.9	metro	6/30/2015	level
"Richmond, VA"	2015.III	231	metro	9/30/2015	level
"Richmond, VA"	2015.IV	225.6	metro	12/31/2015	level
"Richmond, VA"	2016.I	217	metro	3/30/2016	level
"Richmond, VA"	2016.II	240.4	metro	6/30/2016	level
"Richmond, VA"	Q2-Q2	0.03665373	metro	6/30/2016	pc
"Riverside-San Bernardino-Ontario, CA"	2015.II	291.7	metro	6/30/2015	level
"Riverside-San Bernardino-Ontario, CA"	2015.III	292.8	metro	9/30/2015	level
"Riverside-San Bernardino-Ontario, CA"	2015.IV	295.6	metro	12/31/2015	level
"Riverside-San Bernardino-Ontario, CA"	2016.I	297.9	metro	3/30/2016	level
"Riverside-San Bernardino-Ontario, CA"	2016.II	315.5	metro	6/30/2016	level
"Riverside-San Bernardino-Ontario, CA"	Q2-Q2	0.081590675	metro	6/30/2016	pc
"Rochester, NY"	2015.II	135.9	metro	6/30/2015	level
"Rochester, NY"	2015.III	139.4	metro	9/30/2015	level
"Rochester, NY"	2015.IV	130.4	metro	12/31/2015	level
"Rochester, NY"	2016.I	122	metro	3/30/2016	level
"Rochester, NY"	2016.II	134.6	metro	6/30/2016	level
"Rochester, NY"	Q2-Q2	-0.009565857	metro	6/30/2016	pc
"Rockford, IL"	2015.II	94.7	metro	6/30/2015	level
"Rockford, IL"	2015.III	102.8	metro	9/30/2015	level
"Rockford, IL"	2015.IV	87.6	metro	12/31/2015	level
"Rockford, IL"	2016.I	95.8	metro	3/30/2016	level
"Rockford, IL"	2016.II	109	metro	6/30/2016	level
"Rockford, IL"	Q2-Q2	0.151003168	metro	6/30/2016	pc
"Sacramento--Roseville--Arden-Arcade, CA"	2015.II	291	metro	6/30/2015	level
"Sacramento--Roseville--Arden-Arcade, CA"	2015.III	291.4	metro	9/30/2015	level
"Sacramento--Roseville--Arden-Arcade, CA"	2015.IV	294.1	metro	12/31/2015	level
"Sacramento--Roseville--Arden-Arcade, CA"	2016.I	297.6	metro	3/30/2016	level
"Sacramento--Roseville--Arden-Arcade, CA"	2016.II	323.7	metro	6/30/2016	level
"Sacramento--Roseville--Arden-Arcade, CA"	Q2-Q2	0.112371134	metro	6/30/2016	pc
"Saginaw, MI"	2015.II	N/A	metro	6/30/2015	level
"Saginaw, MI"	2015.III	N/A	metro	9/30/2015	level
"Saginaw, MI"	2015.IV	N/A	metro	12/31/2015	level
"Saginaw, MI"	2016.I	N/A	metro	3/30/2016	level
"Saginaw, MI"	2016.II	N/A	metro	6/30/2016	level
"Saginaw, MI"	Q2-Q2	N/A	metro	6/30/2016	pc
"St. Louis, MO-IL"	2015.II	163.6	metro	6/30/2015	level
"St. Louis, MO-IL"	2015.III	165.8	metro	9/30/2015	level
"St. Louis, MO-IL"	2015.IV	151.6	metro	12/31/2015	level
"St. Louis, MO-IL"	2016.I	147.8	metro	3/30/2016	level
"St. Louis, MO-IL"	2016.II	170.3	metro	6/30/2016	level
"St. Louis, MO-IL"	Q2-Q2	0.040953545	metro	6/30/2016	pc
"Salem, OR "	2015.II	216.2	metro	6/30/2015	level
"Salem, OR "	2015.III	211.8	metro	9/30/2015	level
"Salem, OR "	2015.IV	216.9	metro	12/31/2015	level
"Salem, OR "	2016.I	221.8	metro	3/30/2016	level
"Salem, OR "	2016.II	236.2	metro	6/30/2016	level
"Salem, OR "	Q2-Q2	0.092506938	metro	6/30/2016	pc
"Salt Lake City, UT "	2015.II	262	metro	6/30/2015	level
"Salt Lake City, UT "	2015.III	254	metro	9/30/2015	level
"Salt Lake City, UT "	2015.IV	260.5	metro	12/31/2015	level
"Salt Lake City, UT "	2016.I	258.4	metro	3/30/2016	level
"Salt Lake City, UT "	2016.II	276.9	metro	6/30/2016	level
"Salt Lake City, UT "	Q2-Q2	0.056870229	metro	6/30/2016	pc
"San Antonio-New Braunfels, TX"	2015.II	199.4	metro	6/30/2015	level
"San Antonio-New Braunfels, TX"	2015.III	199.3	metro	9/30/2015	level
"San Antonio-New Braunfels, TX"	2015.IV	192.1	metro	12/31/2015	level
"San Antonio-New Braunfels, TX"	2016.I	195.5	metro	3/30/2016	level
"San Antonio-New Braunfels, TX"	2016.II	210.5	metro	6/30/2016	level
"San Antonio-New Braunfels, TX"	Q2-Q2	0.055667001	metro	6/30/2016	pc
"San Diego-Carlsbad, CA"	2015.II	547.8	metro	6/30/2015	level
"San Diego-Carlsbad, CA"	2015.III	554.4	metro	9/30/2015	level
"San Diego-Carlsbad, CA"	2015.IV	546.8	metro	12/31/2015	level
"San Diego-Carlsbad, CA"	2016.I	554.3	metro	3/30/2016	level
"San Diego-Carlsbad, CA"	2016.II	589.9	metro	6/30/2016	level
"San Diego-Carlsbad, CA"	Q2-Q2	0.076852866	metro	6/30/2016	pc
"San Francisco-Oakland-Hayward, CA"	2015.II	808.6	metro	6/30/2015	level
"San Francisco-Oakland-Hayward, CA"	2015.III	795.8	metro	9/30/2015	level
"San Francisco-Oakland-Hayward, CA"	2015.IV	781.6	metro	12/31/2015	level
"San Francisco-Oakland-Hayward, CA"	2016.I	771.2	metro	3/30/2016	level
"San Francisco-Oakland-Hayward, CA"	2016.II	885.6	metro	6/30/2016	level
"San Francisco-Oakland-Hayward, CA"	Q2-Q2	0.095226317	metro	6/30/2016	pc
"San Jose-Sunnyvale-Santa Clara, CA"	2015.II	980	metro	6/30/2015	level
"San Jose-Sunnyvale-Santa Clara, CA"	2015.III	965	metro	9/30/2015	level
"San Jose-Sunnyvale-Santa Clara, CA"	2015.IV	940	metro	12/31/2015	level
"San Jose-Sunnyvale-Santa Clara, CA"	2016.I	970	metro	3/30/2016	level
"San Jose-Sunnyvale-Santa Clara, CA"	2016.II	1085	metro	6/30/2016	level
"San Jose-Sunnyvale-Santa Clara, CA"	Q2-Q2	0.107142857	metro	6/30/2016	pc
"North Port-Sarasota-Bradenton, FL"	2015.II	240	metro	6/30/2015	level
"North Port-Sarasota-Bradenton, FL"	2015.III	240	metro	9/30/2015	level
"North Port-Sarasota-Bradenton, FL"	2015.IV	249	metro	12/31/2015	level
"North Port-Sarasota-Bradenton, FL"	2016.I	249.2	metro	3/30/2016	level
"North Port-Sarasota-Bradenton, FL"	2016.II	260.7	metro	6/30/2016	level
"North Port-Sarasota-Bradenton, FL"	Q2-Q2	0.08625	metro	6/30/2016	pc
"Seattle-Tacoma-Bellevue, WA"	2015.II	385.3	metro	6/30/2015	level
"Seattle-Tacoma-Bellevue, WA"	2015.III	386.3	metro	9/30/2015	level
"Seattle-Tacoma-Bellevue, WA"	2015.IV	385.3	metro	12/31/2015	level
"Seattle-Tacoma-Bellevue, WA"	2016.I	383.1	metro	3/30/2016	level
"Seattle-Tacoma-Bellevue, WA"	2016.II	420.5	metro	6/30/2016	level
"Seattle-Tacoma-Bellevue, WA"	Q2-Q2	0.091357384	metro	6/30/2016	pc
"Sebastian-Vero Beach, FL"	2015.II	190	metro	6/30/2015	level
"Sebastian-Vero Beach, FL"	2015.III	179	metro	9/30/2015	level
"Sebastian-Vero Beach, FL"	2015.IV	190	metro	12/31/2015	level
"Sebastian-Vero Beach, FL"	2016.I	213.37	metro	3/30/2016	level
"Sebastian-Vero Beach, FL"	2016.II	210	metro	6/30/2016	level
"Sebastian-Vero Beach, FL"	Q2-Q2	0.105263158	metro	6/30/2016	pc
"Sherman-Denison, TX"	2015.II	129.1	metro	6/30/2015	level
"Sherman-Denison, TX"	2015.III	136.4	metro	9/30/2015	level
"Sherman-Denison, TX"	2015.IV	136.2	metro	12/31/2015	level
"Sherman-Denison, TX"	2016.I	137.3	metro	3/30/2016	level
"Sherman-Denison, TX"	2016.II	140.9	metro	6/30/2016	level
"Sherman-Denison, TX"	Q2-Q2	0.091402014	metro	6/30/2016	pc
"Shreveport-Bossier City, LA "	2015.II	160	metro	6/30/2015	level
"Shreveport-Bossier City, LA "	2015.III	166.7	metro	9/30/2015	level
"Shreveport-Bossier City, LA "	2015.IV	162.9	metro	12/31/2015	level
"Shreveport-Bossier City, LA "	2016.I	158.2	metro	3/30/2016	level
"Shreveport-Bossier City, LA "	2016.II	170.7	metro	6/30/2016	level
"Shreveport-Bossier City, LA "	Q2-Q2	0.066875	metro	6/30/2016	pc
"Sioux Falls, SD"	2015.II	177	metro	6/30/2015	level
"Sioux Falls, SD"	2015.III	178.9	metro	9/30/2015	level
"Sioux Falls, SD"	2015.IV	172.4	metro	12/31/2015	level
"Sioux Falls, SD"	2016.I	176.6	metro	3/30/2016	level
"Sioux Falls, SD"	2016.II	186.8	metro	6/30/2016	level
"Sioux Falls, SD"	Q2-Q2	0.055367232	metro	6/30/2016	pc
"South Bend-Mishawaka, IN-MI"	2015.II	119.1	metro	6/30/2015	level
"South Bend-Mishawaka, IN-MI"	2015.III	118.1	metro	9/30/2015	level
"South Bend-Mishawaka, IN-MI"	2015.IV	108	metro	12/31/2015	level
"South Bend-Mishawaka, IN-MI"	2016.I	99.8	metro	3/30/2016	level
"South Bend-Mishawaka, IN-MI"	2016.II	121.8	metro	6/30/2016	level
"South Bend-Mishawaka, IN-MI"	Q2-Q2	0.022670025	metro	6/30/2016	pc
"Spartanburg, SC"	2015.II	139.5	metro	6/30/2015	level
"Spartanburg, SC"	2015.III	142.4	metro	9/30/2015	level
"Spartanburg, SC"	2015.IV	138.9	metro	12/31/2015	level
"Spartanburg, SC"	2016.I	135.4	metro	3/30/2016	level
"Spartanburg, SC"	2016.II	145.6	metro	6/30/2016	level
"Spartanburg, SC"	Q2-Q2	0.043727599	metro	6/30/2016	pc
"Spokane-Spokane Valley, WA"	2015.II	191.3	metro	6/30/2015	level
"Spokane-Spokane Valley, WA"	2015.III	199.3	metro	9/30/2015	level
"Spokane-Spokane Valley, WA"	2015.IV	190.4	metro	12/31/2015	level
"Spokane-Spokane Valley, WA"	2016.I	192.7	metro	3/30/2016	level
"Spokane-Spokane Valley, WA"	2016.II	209.5	metro	6/30/2016	level
"Spokane-Spokane Valley, WA"	Q2-Q2	0.095138526	metro	6/30/2016	pc
"Springfield, IL"	2015.II	122.2	metro	6/30/2015	level
"Springfield, IL"	2015.III	124.2	metro	9/30/2015	level
"Springfield, IL"	2015.IV	122	metro	12/31/2015	level
"Springfield, IL"	2016.I	131.2	metro	3/30/2016	level
"Springfield, IL"	2016.II	143.1	metro	6/30/2016	level
"Springfield, IL"	Q2-Q2	0.171031097	metro	6/30/2016	pc
"Springfield, MA"	2015.II	197.5	metro	6/30/2015	level
"Springfield, MA"	2015.III	208.7	metro	9/30/2015	level
"Springfield, MA"	2015.IV	192.3	metro	12/31/2015	level
"Springfield, MA"	2016.I	178.7	metro	3/30/2016	level
"Springfield, MA"	2016.II	201.6	metro	6/30/2016	level
"Springfield, MA"	Q2-Q2	0.020759494	metro	6/30/2016	pc
"Springfield, MO"	2015.II	128	metro	6/30/2015	level
"Springfield, MO"	2015.III	126.2	metro	9/30/2015	level
"Springfield, MO"	2015.IV	124.1	metro	12/31/2015	level
"Springfield, MO"	2016.I	119.9	metro	3/30/2016	level
"Springfield, MO"	2016.II	133.2	metro	6/30/2016	level
"Springfield, MO"	Q2-Q2	0.040625	metro	6/30/2016	pc
"Syracuse, NY"	2015.II	130.9	metro	6/30/2015	level
"Syracuse, NY"	2015.III	134.2	metro	9/30/2015	level
"Syracuse, NY"	2015.IV	124.8	metro	12/31/2015	level
"Syracuse, NY"	2016.I	114.4	metro	3/30/2016	level
"Syracuse, NY"	2016.II	128.4	metro	6/30/2016	level
"Syracuse, NY"	Q2-Q2	-0.019098549	metro	6/30/2016	pc
"Tallahassee, FL"	2015.II	180.5	metro	6/30/2015	level
"Tallahassee, FL"	2015.III	180	metro	9/30/2015	level
"Tallahassee, FL"	2015.IV	170.5	metro	12/31/2015	level
"Tallahassee, FL"	2016.I	185.915	metro	3/30/2016	level
"Tallahassee, FL"	2016.II	187.3	metro	6/30/2016	level
"Tallahassee, FL"	Q2-Q2	0.03767313	metro	6/30/2016	pc
"Tampa-St. Petersburg-Clearwater, FL"	2015.II	175	metro	6/30/2015	level
"Tampa-St. Petersburg-Clearwater, FL"	2015.III	178	metro	9/30/2015	level
"Tampa-St. Petersburg-Clearwater, FL"	2015.IV	178.5	metro	12/31/2015	level
"Tampa-St. Petersburg-Clearwater, FL"	2016.I	200.55	metro	3/30/2016	level
"Tampa-St. Petersburg-Clearwater, FL"	2016.II	199.9	metro	6/30/2016	level
"Tampa-St. Petersburg-Clearwater, FL"	Q2-Q2	0.142285714	metro	6/30/2016	pc
"Toledo, OH"	2015.II	109.8	metro	6/30/2015	level
"Toledo, OH"	2015.III	121	metro	9/30/2015	level
"Toledo, OH"	2015.IV	105.6	metro	12/31/2015	level
"Toledo, OH"	2016.I	100	metro	3/30/2016	level
"Toledo, OH"	2016.II	125.1	metro	6/30/2016	level
"Toledo, OH"	Q2-Q2	0.139344262	metro	6/30/2016	pc
"Topeka, KS"	2015.II	126.4	metro	6/30/2015	level
"Topeka, KS"	2015.III	116.4	metro	9/30/2015	level
"Topeka, KS"	2015.IV	123.7	metro	12/31/2015	level
"Topeka, KS"	2016.I	111.1	metro	3/30/2016	level
"Topeka, KS"	2016.II	129.8	metro	6/30/2016	level
"Topeka, KS"	Q2-Q2	0.026898734	metro	6/30/2016	pc
"Trenton, NJ"	2015.II	283.9	metro	6/30/2015	level
"Trenton, NJ"	2015.III	290.1	metro	9/30/2015	level
"Trenton, NJ"	2015.IV	228.3	metro	12/31/2015	level
"Trenton, NJ"	2016.I	222.5	metro	3/30/2016	level
"Trenton, NJ"	2016.II	274.9	metro	6/30/2016	level
"Trenton, NJ"	Q2-Q2	-0.031701303	metro	6/30/2016	pc
"Tucson, AZ"	2015.II	183.2	metro	6/30/2015	level
"Tucson, AZ"	2015.III	183.6	metro	9/30/2015	level
"Tucson, AZ"	2015.IV	185.8	metro	12/31/2015	level
"Tucson, AZ"	2016.I	183.8	metro	3/30/2016	level
"Tucson, AZ"	2016.II	192.5	metro	6/30/2016	level
"Tucson, AZ"	Q2-Q2	0.050764192	metro	6/30/2016	pc
"Tulsa, OK"	2015.II	156.2	metro	6/30/2015	level
"Tulsa, OK"	2015.III	151.7	metro	9/30/2015	level
"Tulsa, OK"	2015.IV	145.3	metro	12/31/2015	level
"Tulsa, OK"	2016.I	140.8	metro	3/30/2016	level
"Tulsa, OK"	2016.II	152.7	metro	6/30/2016	level
"Tulsa, OK"	Q2-Q2	-0.02240717	metro	6/30/2016	pc
"Virginia Beach-Norfolk-Newport News, VA-NC"	2015.II	213	metro	6/30/2015	level
"Virginia Beach-Norfolk-Newport News, VA-NC"	2015.III	217.5	metro	9/30/2015	level
"Virginia Beach-Norfolk-Newport News, VA-NC"	2015.IV	205	metro	12/31/2015	level
"Virginia Beach-Norfolk-Newport News, VA-NC"	2016.I	198	metro	3/30/2016	level
"Virginia Beach-Norfolk-Newport News, VA-NC"	2016.II	223	metro	6/30/2016	level
"Virginia Beach-Norfolk-Newport News, VA-NC"	Q2-Q2	0.046948357	metro	6/30/2016	pc
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	2015.II	401.1	metro	6/30/2015	level
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	2015.III	386.8	metro	9/30/2015	level
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	2015.IV	370	metro	12/31/2015	level
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	2016.I	368.4	metro	3/30/2016	level
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	2016.II	406.9	metro	6/30/2016	level
"Washington-Arlington-Alexandria, DC-VA-MD-WV"	Q2-Q2	0.014460234	metro	6/30/2016	pc
"Waterloo-Cedar Falls, IA"	2015.II	125.2	metro	6/30/2015	level
"Waterloo-Cedar Falls, IA"	2015.III	135.6	metro	9/30/2015	level
"Waterloo-Cedar Falls, IA"	2015.IV	128.2	metro	12/31/2015	level
"Waterloo-Cedar Falls, IA"	2016.I	119.3	metro	3/30/2016	level
"Waterloo-Cedar Falls, IA"	2016.II	124.7	metro	6/30/2016	level
"Waterloo-Cedar Falls, IA"	Q2-Q2	-0.00399361	metro	6/30/2016	pc
"Wichita, KS"	2015.II	136.6	metro	6/30/2015	level
"Wichita, KS"	2015.III	138.9	metro	9/30/2015	level
"Wichita, KS"	2015.IV	127.7	metro	12/31/2015	level
"Wichita, KS"	2016.I	127	metro	3/30/2016	level
"Wichita, KS"	2016.II	138.4	metro	6/30/2016	level
"Wichita, KS"	Q2-Q2	0.01317716	metro	6/30/2016	pc
"Wichita Falls, TX"	2015.II	101.5	metro	6/30/2015	level
"Wichita Falls, TX"	2015.III	99.8	metro	9/30/2015	level
"Wichita Falls, TX"	2015.IV	101.9	metro	12/31/2015	level
"Wichita Falls, TX"	2016.I	95.2	metro	3/30/2016	level
"Wichita Falls, TX"	2016.II	109.8	metro	6/30/2016	level
"Wichita Falls, TX"	Q2-Q2	0.081773399	metro	6/30/2016	pc
"Wilmington, NC"	2015.II	214.5	metro	6/30/2015	level
"Wilmington, NC"	2015.III	214.7	metro	9/30/2015	level
"Wilmington, NC"	2015.IV	214	metro	12/31/2015	level
"Wilmington, NC"	2016.I	206.1	metro	3/30/2016	level
"Wilmington, NC"	2016.II	225.1	metro	6/30/2016	level
"Wilmington, NC"	Q2-Q2	0.049417249	metro	6/30/2016	pc
"Winston-Salem, NC"	2015.II	149.4	metro	6/30/2015	level
"Winston-Salem, NC"	2015.III	148.3	metro	9/30/2015	level
"Winston-Salem, NC"	2015.IV	137.2	metro	12/31/2015	level
"Winston-Salem, NC"	2016.I	137.8	metro	3/30/2016	level
"Winston-Salem, NC"	2016.II	153.6	metro	6/30/2016	level
"Winston-Salem, NC"	Q2-Q2	0.02811245	metro	6/30/2016	pc
"Worcester, MA-CT"	2015.II	250.9	metro	6/30/2015	level
"Worcester, MA-CT"	2015.III	250.6	metro	9/30/2015	level
"Worcester, MA-CT"	2015.IV	238.3	metro	12/31/2015	level
"Worcester, MA-CT"	2016.I	217.2	metro	3/30/2016	level
"Worcester, MA-CT"	2016.II	242.4	metro	6/30/2016	level
"Worcester, MA-CT"	Q2-Q2	-0.033878039	metro	6/30/2016	pc
"Yakima, WA"	2015.II	169.6	metro	6/30/2015	level
"Yakima, WA"	2015.III	173.5	metro	9/30/2015	level
"Yakima, WA"	2015.IV	163.7	metro	12/31/2015	level
"Yakima, WA"	2016.I	177.3	metro	3/30/2016	level
"Yakima, WA"	2016.II	184.1	metro	6/30/2016	level
"Yakima, WA"	Q2-Q2	0.085495283	metro	6/30/2016	pc
"York-Hanover, PA"	2015.II	159.2	metro	6/30/2015	level
"York-Hanover, PA"	2015.III	165.2	metro	9/30/2015	level
"York-Hanover, PA"	2015.IV	160.7	metro	12/31/2015	level
"York-Hanover, PA"	2016.I	148.5	metro	3/30/2016	level
"York-Hanover, PA"	2016.II	168.1	metro	6/30/2016	level
"York-Hanover, PA"	Q2-Q2	0.055904523	metro	6/30/2016	pc
"Youngstown-Warren-Boardman, OH-PA"	2015.II	85	metro	6/30/2015	level
"Youngstown-Warren-Boardman, OH-PA"	2015.III	90.7	metro	9/30/2015	level
"Youngstown-Warren-Boardman, OH-PA"	2015.IV	81.2	metro	12/31/2015	level
"Youngstown-Warren-Boardman, OH-PA"	2016.I	75.9	metro	3/30/2016	level
"Youngstown-Warren-Boardman, OH-PA"	2016.II	85.4	metro	6/30/2016	level
"Youngstown-Warren-Boardman, OH-PA"	Q2-Q2	0.004705882	metro	6/30/2016	pc
